"URBAN REDEVELOPMENT AUTHORITY - Rental Contracts of Private Retail Properties"

"S/N","Postal District","Floor Level","Floor Area (Sqm)","Median Rent (Sqm)","Reference Period"
"465","21","B1 & Below","30 & Below","137.93","Q2 2019"
"466","21","B1 & Below",">30 - 100","99.72","Q2 2019"
"467","21","B1 & Below",">100 - 300","NA","Q2 2019"
"468","21","B1 & Below",">300","NA","Q2 2019"
"469","21","Level 1","30 & Below","83.33","Q2 2019"
"470","21","Level 1",">30 - 100","72.43","Q2 2019"
"471","21","Level 1",">100 - 300","31.94","Q2 2019"
"472","21","Level 1",">300","NA","Q2 2019"
"473","21","Level 2 & 3","30 & Below","86.64","Q2 2019"
"474","21","Level 2 & 3",">30 - 100","75.38","Q2 2019"
"475","21","Level 2 & 3",">100 - 300","NA","Q2 2019"
"476","21","Level 2 & 3",">300","NA","Q2 2019"
"477","21","Level 4 & Above","30 & Below","56.25","Q2 2019"
"478","21","Level 4 & Above",">30 - 100","NA","Q2 2019"
"479","21","Level 4 & Above",">100 - 300","NA","Q2 2019"
"480","21","Level 4 & Above",">300","NA","Q2 2019"
"481","21","B1 & Below","30 & Below","120.00","Q3 2019"
"482","21","B1 & Below",">30 - 100","139.37","Q3 2019"
"483","21","B1 & Below",">100 - 300","NA","Q3 2019"
"484","21","B1 & Below",">300","NA","Q3 2019"
"485","21","Level 1","30 & Below","88.89","Q3 2019"
"486","21","Level 1",">30 - 100","80.36","Q3 2019"
"487","21","Level 1",">100 - 300","52.17","Q3 2019"
"488","21","Level 1",">300","NA","Q3 2019"
"489","21","Level 2 & 3","30 & Below","65.00","Q3 2019"
"490","21","Level 2 & 3",">30 - 100","71.05","Q3 2019"
"491","21","Level 2 & 3",">100 - 300","NA","Q3 2019"
"492","21","Level 2 & 3",">300","NA","Q3 2019"
"493","21","Level 4 & Above","30 & Below","52.94","Q3 2019"
"494","21","Level 4 & Above",">30 - 100","NA","Q3 2019"
"495","21","Level 4 & Above",">100 - 300","NA","Q3 2019"
"496","21","Level 4 & Above",">300","NA","Q3 2019"
"497","21","B1 & Below","30 & Below","91.67","Q4 2019"
"498","21","B1 & Below",">30 - 100","79.02","Q4 2019"
"499","21","B1 & Below",">100 - 300","NA","Q4 2019"
"500","21","B1 & Below",">300","NA","Q4 2019"
"501","21","Level 1","30 & Below","84.44","Q4 2019"
"502","21","Level 1",">30 - 100","87.28","Q4 2019"
"503","21","Level 1",">100 - 300","47.54","Q4 2019"
"504","21","Level 1",">300","74.27","Q4 2019"
"505","21","Level 2 & 3","30 & Below","76.00","Q4 2019"
"506","21","Level 2 & 3",">30 - 100","62.87","Q4 2019"
"507","21","Level 2 & 3",">100 - 300","NA","Q4 2019"
"508","21","Level 2 & 3",">300","NA","Q4 2019"
"509","21","Level 4 & Above","30 & Below","47.06","Q4 2019"
"510","21","Level 4 & Above",">30 - 100","NA","Q4 2019"
"511","21","Level 4 & Above",">100 - 300","NA","Q4 2019"
"512","21","Level 4 & Above",">300","NA","Q4 2019"
"513","21","B1 & Below","30 & Below","75.00","Q1 2020"
"514","21","B1 & Below",">30 - 100","65.10","Q1 2020"
"515","21","B1 & Below",">100 - 300","NA","Q1 2020"
"516","21","B1 & Below",">300","NA","Q1 2020"
"517","21","Level 1","30 & Below","89.44","Q1 2020"
"518","21","Level 1",">30 - 100","NA","Q1 2020"
"519","21","Level 1",">100 - 300","NA","Q1 2020"
"520","21","Level 1",">300","NA","Q1 2020"
"521","21","Level 2 & 3","30 & Below","78.02","Q1 2020"
"522","21","Level 2 & 3",">30 - 100","50.00","Q1 2020"
"523","21","Level 2 & 3",">100 - 300","NA","Q1 2020"
"524","21","Level 2 & 3",">300","NA","Q1 2020"
"525","21","Level 4 & Above","30 & Below","55.38","Q1 2020"
"526","21","Level 4 & Above",">30 - 100","NA","Q1 2020"
"527","21","Level 4 & Above",">100 - 300","NA","Q1 2020"
"528","21","Level 4 & Above",">300","NA","Q1 2020"
"529","21","B1 & Below","30 & Below","113.33","Q2 2020"
"530","21","B1 & Below",">30 - 100","NA","Q2 2020"
"531","21","B1 & Below",">100 - 300","NA","Q2 2020"
"532","21","B1 & Below",">300","NA","Q2 2020"
"533","21","Level 1","30 & Below","75.00","Q2 2020"
"534","21","Level 1",">30 - 100","69.00","Q2 2020"
"535","21","Level 1",">100 - 300","NA","Q2 2020"
"536","21","Level 1",">300","NA","Q2 2020"
"537","21","Level 2 & 3","30 & Below","71.67","Q2 2020"
"538","21","Level 2 & 3",">30 - 100","58.59","Q2 2020"
"539","21","Level 2 & 3",">100 - 300","NA","Q2 2020"
"540","21","Level 2 & 3",">300","NA","Q2 2020"
"541","21","Level 4 & Above","30 & Below","42.35","Q2 2020"
"542","21","Level 4 & Above",">30 - 100","NA","Q2 2020"
"543","21","Level 4 & Above",">100 - 300","NA","Q2 2020"
"544","21","Level 4 & Above",">300","NA","Q2 2020"
"545","21","B1 & Below","30 & Below","89.17","Q3 2020"
"546","21","B1 & Below",">30 - 100","89.18","Q3 2020"
"547","21","B1 & Below",">100 - 300","42.37","Q3 2020"
"548","21","B1 & Below",">300","NA","Q3 2020"
"549","21","Level 1","30 & Below","94.76","Q3 2020"
"550","21","Level 1",">30 - 100","77.55","Q3 2020"
"551","21","Level 1",">100 - 300","NA","Q3 2020"
"552","21","Level 1",">300","NA","Q3 2020"
"553","21","Level 2 & 3","30 & Below","58.82","Q3 2020"
"554","21","Level 2 & 3",">30 - 100","79.17","Q3 2020"
"555","21","Level 2 & 3",">100 - 300","NA","Q3 2020"
"556","21","Level 2 & 3",">300","NA","Q3 2020"
"557","21","Level 4 & Above","30 & Below","43.53","Q3 2020"
"558","21","Level 4 & Above",">30 - 100","45.78","Q3 2020"
"559","21","Level 4 & Above",">100 - 300","NA","Q3 2020"
"560","21","Level 4 & Above",">300","NA","Q3 2020"
"561","21","B1 & Below","30 & Below","98.05","Q4 2020"
"562","21","B1 & Below",">30 - 100","77.78","Q4 2020"
"563","21","B1 & Below",">100 - 300","49.07","Q4 2020"
"564","21","B1 & Below",">300","NA","Q4 2020"
"565","21","Level 1","30 & Below","83.04","Q4 2020"
"566","21","Level 1",">30 - 100","81.82","Q4 2020"
"567","21","Level 1",">100 - 300","NA","Q4 2020"
"568","21","Level 1",">300","NA","Q4 2020"
"569","21","Level 2 & 3","30 & Below","72.50","Q4 2020"
"570","21","Level 2 & 3",">30 - 100","64.81","Q4 2020"
"571","21","Level 2 & 3",">100 - 300","NA","Q4 2020"
"572","21","Level 2 & 3",">300","NA","Q4 2020"
"573","21","Level 4 & Above","30 & Below","50.00","Q4 2020"
"574","21","Level 4 & Above",">30 - 100","NA","Q4 2020"
"575","21","Level 4 & Above",">100 - 300","NA","Q4 2020"
"576","21","Level 4 & Above",">300","NA","Q4 2020"
"577","21","B1 & Below","30 & Below","98.33","Q1 2021"
"578","21","B1 & Below",">30 - 100","68.01","Q1 2021"
"579","21","B1 & Below",">100 - 300","59.88","Q1 2021"
"580","21","B1 & Below",">300","NA","Q1 2021"
"581","21","Level 1","30 & Below","88.89","Q1 2021"
"582","21","Level 1",">30 - 100","85.43","Q1 2021"
"583","21","Level 1",">100 - 300","NA","Q1 2021"
"584","21","Level 1",">300","NA","Q1 2021"
"585","21","Level 2 & 3","30 & Below","72.86","Q1 2021"
"586","21","Level 2 & 3",">30 - 100","64.20","Q1 2021"
"587","21","Level 2 & 3",">100 - 300","44.50","Q1 2021"
"588","21","Level 2 & 3",">300","NA","Q1 2021"
"589","21","Level 4 & Above","30 & Below","63.39","Q1 2021"
"590","21","Level 4 & Above",">30 - 100","NA","Q1 2021"
"591","21","Level 4 & Above",">100 - 300","NA","Q1 2021"
"592","21","Level 4 & Above",">300","NA","Q1 2021"
"593","21","B1 & Below","30 & Below","84.17","Q2 2021"
"594","21","B1 & Below",">30 - 100","70.00","Q2 2021"
"595","21","B1 & Below",">100 - 300","NA","Q2 2021"
"596","21","B1 & Below",">300","NA","Q2 2021"
"597","21","Level 1","30 & Below","105.26","Q2 2021"
"598","21","Level 1",">30 - 100","81.25","Q2 2021"
"599","21","Level 1",">100 - 300","56.11","Q2 2021"
"600","21","Level 1",">300","NA","Q2 2021"
"601","21","Level 2 & 3","30 & Below","68.42","Q2 2021"
"602","21","Level 2 & 3",">30 - 100","75.00","Q2 2021"
"603","21","Level 2 & 3",">100 - 300","NA","Q2 2021"
"604","21","Level 2 & 3",">300","NA","Q2 2021"
"605","21","Level 4 & Above","30 & Below","45.67","Q2 2021"
"606","21","Level 4 & Above",">30 - 100","47.89","Q2 2021"
"607","21","Level 4 & Above",">100 - 300","NA","Q2 2021"
"608","21","Level 4 & Above",">300","NA","Q2 2021"
"609","21","B1 & Below","30 & Below","91.80","Q3 2021"
"610","21","B1 & Below",">30 - 100","84.85","Q3 2021"
"611","21","B1 & Below",">100 - 300","NA","Q3 2021"
"612","21","B1 & Below",">300","NA","Q3 2021"
"613","21","Level 1","30 & Below","98.93","Q3 2021"
"614","21","Level 1",">30 - 100","81.50","Q3 2021"
"615","21","Level 1",">100 - 300","NA","Q3 2021"
"616","21","Level 1",">300","NA","Q3 2021"
"617","21","Level 2 & 3","30 & Below","71.43","Q3 2021"
"618","21","Level 2 & 3",">30 - 100","76.67","Q3 2021"
"619","21","Level 2 & 3",">100 - 300","54.55","Q3 2021"
"620","21","Level 2 & 3",">300","NA","Q3 2021"
"621","21","Level 4 & Above","30 & Below","51.88","Q3 2021"
"622","21","Level 4 & Above",">30 - 100","NA","Q3 2021"
"623","21","Level 4 & Above",">100 - 300","NA","Q3 2021"
"624","21","Level 4 & Above",">300","NA","Q3 2021"
"625","21","B1 & Below","30 & Below","93.13","Q4 2021"
"626","21","B1 & Below",">30 - 100","83.33","Q4 2021"
"627","21","B1 & Below",">100 - 300","76.92","Q4 2021"
"628","21","B1 & Below",">300","NA","Q4 2021"
"629","21","Level 1","30 & Below","88.89","Q4 2021"
"630","21","Level 1",">30 - 100","90.91","Q4 2021"
"631","21","Level 1",">100 - 300","45.38","Q4 2021"
"632","21","Level 1",">300","NA","Q4 2021"
"633","21","Level 2 & 3","30 & Below","65.48","Q4 2021"
"634","21","Level 2 & 3",">30 - 100","66.49","Q4 2021"
"635","21","Level 2 & 3",">100 - 300","NA","Q4 2021"
"636","21","Level 2 & 3",">300","NA","Q4 2021"
"637","21","Level 4 & Above","30 & Below","53.33","Q4 2021"
"638","21","Level 4 & Above",">30 - 100","NA","Q4 2021"
"639","21","Level 4 & Above",">100 - 300","NA","Q4 2021"
"640","21","Level 4 & Above",">300","NA","Q4 2021"
"641","22","B1 & Below","30 & Below","279.31","Q1 2012"
"642","22","B1 & Below",">30 - 100","244.88","Q1 2012"
"643","22","B1 & Below",">100 - 300","NA","Q1 2012"
"644","22","B1 & Below",">300","NA","Q1 2012"
"645","22","Level 1","30 & Below","446.55","Q1 2012"
"646","22","Level 1",">30 - 100","290.62","Q1 2012"
"647","22","Level 1",">100 - 300","220.53","Q1 2012"
"648","22","Level 1",">300","NA","Q1 2012"
"649","22","Level 2 & 3","30 & Below","268.09","Q1 2012"
"650","22","Level 2 & 3",">30 - 100","221.73","Q1 2012"
"651","22","Level 2 & 3",">100 - 300","130.24","Q1 2012"
"652","22","Level 2 & 3",">300","106.56","Q1 2012"
"653","22","Level 4 & Above","30 & Below","NA","Q1 2012"
"654","22","Level 4 & Above",">30 - 100","NA","Q1 2012"
"655","22","Level 4 & Above",">100 - 300","NA","Q1 2012"
"656","22","Level 4 & Above",">300","NA","Q1 2012"
"657","22","B1 & Below","30 & Below","NA","Q2 2012"
"658","22","B1 & Below",">30 - 100","275.56","Q2 2012"
"659","22","B1 & Below",">100 - 300","145.31","Q2 2012"
"660","22","B1 & Below",">300","80.68","Q2 2012"
"661","22","Level 1","30 & Below","NA","Q2 2012"
"662","22","Level 1",">30 - 100","247.72","Q2 2012"
"663","22","Level 1",">100 - 300","139.90","Q2 2012"
"664","22","Level 1",">300","NA","Q2 2012"
"665","22","Level 2 & 3","30 & Below","290.96","Q2 2012"
"666","22","Level 2 & 3",">30 - 100","200.22","Q2 2012"
"667","22","Level 2 & 3",">100 - 300","128.36","Q2 2012"
"668","22","Level 2 & 3",">300","85.47","Q2 2012"
"669","22","Level 4 & Above","30 & Below","NA","Q2 2012"
"670","22","Level 4 & Above",">30 - 100","NA","Q2 2012"
"671","22","Level 4 & Above",">100 - 300","NA","Q2 2012"
"672","22","Level 4 & Above",">300","NA","Q2 2012"
"673","22","B1 & Below","30 & Below","NA","Q3 2012"
"674","22","B1 & Below",">30 - 100","NA","Q3 2012"
"675","22","B1 & Below",">100 - 300","NA","Q3 2012"
"676","22","B1 & Below",">300","NA","Q3 2012"
"677","22","Level 1","30 & Below","381.21","Q3 2012"
"678","22","Level 1",">30 - 100","242.19","Q3 2012"
"679","22","Level 1",">100 - 300","150.14","Q3 2012"
"680","22","Level 1",">300","NA","Q3 2012"
"681","22","Level 2 & 3","30 & Below","NA","Q3 2012"
"682","22","Level 2 & 3",">30 - 100","231.43","Q3 2012"
"683","22","Level 2 & 3",">100 - 300","133.38","Q3 2012"
"684","22","Level 2 & 3",">300","NA","Q3 2012"
"685","22","Level 4 & Above","30 & Below","NA","Q3 2012"
"686","22","Level 4 & Above",">30 - 100","NA","Q3 2012"
"687","22","Level 4 & Above",">100 - 300","NA","Q3 2012"
"688","22","Level 4 & Above",">300","NA","Q3 2012"
"689","22","B1 & Below","30 & Below","314.85","Q4 2012"
"690","22","B1 & Below",">30 - 100","284.23","Q4 2012"
"691","22","B1 & Below",">100 - 300","156.08","Q4 2012"
"692","22","B1 & Below",">300","NA","Q4 2012"
"693","22","Level 1","30 & Below","421.84","Q4 2012"
"694","22","Level 1",">30 - 100","371.36","Q4 2012"
"695","22","Level 1",">100 - 300","170.61","Q4 2012"
"696","22","Level 1",">300","NA","Q4 2012"
"697","22","Level 2 & 3","30 & Below","301.07","Q4 2012"
"698","22","Level 2 & 3",">30 - 100","185.65","Q4 2012"
"699","22","Level 2 & 3",">100 - 300","146.35","Q4 2012"
"700","22","Level 2 & 3",">300","74.28","Q4 2012"
"701","22","Level 4 & Above","30 & Below","206.13","Q4 2012"
"702","22","Level 4 & Above",">30 - 100","NA","Q4 2012"
"703","22","Level 4 & Above",">100 - 300","NA","Q4 2012"
"704","22","Level 4 & Above",">300","NA","Q4 2012"
"705","22","B1 & Below","30 & Below","NA","Q1 2013"
"706","22","B1 & Below",">30 - 100","NA","Q1 2013"
"707","22","B1 & Below",">100 - 300","NA","Q1 2013"
"708","22","B1 & Below",">300","NA","Q1 2013"
"709","22","Level 1","30 & Below","NA","Q1 2013"
"710","22","Level 1",">30 - 100","231.79","Q1 2013"
"711","22","Level 1",">100 - 300","77.95","Q1 2013"
"712","22","Level 1",">300","NA","Q1 2013"
"713","22","Level 2 & 3","30 & Below","NA","Q1 2013"
"714","22","Level 2 & 3",">30 - 100","175.87","Q1 2013"
"715","22","Level 2 & 3",">100 - 300","137.22","Q1 2013"
"716","22","Level 2 & 3",">300","107.92","Q1 2013"
"717","22","Level 4 & Above","30 & Below","NA","Q1 2013"
"718","22","Level 4 & Above",">30 - 100","NA","Q1 2013"
"719","22","Level 4 & Above",">100 - 300","NA","Q1 2013"
"720","22","Level 4 & Above",">300","NA","Q1 2013"
"721","22","B1 & Below","30 & Below","NA","Q2 2013"
"722","22","B1 & Below",">30 - 100","NA","Q2 2013"
"723","22","B1 & Below",">100 - 300","NA","Q2 2013"
"724","22","B1 & Below",">300","NA","Q2 2013"
"725","22","Level 1","30 & Below","495.38","Q2 2013"
"726","22","Level 1",">30 - 100","225.32","Q2 2013"
"727","22","Level 1",">100 - 300","105.24","Q2 2013"
"728","22","Level 1",">300","49.51","Q2 2013"
"729","22","Level 2 & 3","30 & Below","NA","Q2 2013"
"730","22","Level 2 & 3",">30 - 100","183.03","Q2 2013"
"731","22","Level 2 & 3",">100 - 300","114.63","Q2 2013"
"732","22","Level 2 & 3",">300","NA","Q2 2013"
"733","22","Level 4 & Above","30 & Below","NA","Q2 2013"
"734","22","Level 4 & Above",">30 - 100","NA","Q2 2013"
"735","22","Level 4 & Above",">100 - 300","NA","Q2 2013"
"736","22","Level 4 & Above",">300","NA","Q2 2013"
"737","22","B1 & Below","30 & Below","NA","Q3 2013"
"738","22","B1 & Below",">30 - 100","NA","Q3 2013"
"739","22","B1 & Below",">100 - 300","NA","Q3 2013"
"740","22","B1 & Below",">300","NA","Q3 2013"
"741","22","Level 1","30 & Below","NA","Q3 2013"
"742","22","Level 1",">30 - 100","NA","Q3 2013"
"743","22","Level 1",">100 - 300","191.60","Q3 2013"
"744","22","Level 1",">300","NA","Q3 2013"
"745","22","Level 2 & 3","30 & Below","289.10","Q3 2013"
"746","22","Level 2 & 3",">30 - 100","188.22","Q3 2013"
"747","22","Level 2 & 3",">100 - 300","120.02","Q3 2013"
"748","22","Level 2 & 3",">300","83.53","Q3 2013"
"749","22","Level 4 & Above","30 & Below","NA","Q3 2013"
"750","22","Level 4 & Above",">30 - 100","NA","Q3 2013"
"751","22","Level 4 & Above",">100 - 300","NA","Q3 2013"
"752","22","Level 4 & Above",">300","NA","Q3 2013"
"753","22","B1 & Below","30 & Below","341.76","Q4 2013"
"754","22","B1 & Below",">30 - 100","NA","Q4 2013"
"755","22","B1 & Below",">100 - 300","NA","Q4 2013"
"756","22","B1 & Below",">300","NA","Q4 2013"
"757","22","Level 1","30 & Below","608.99","Q4 2013"
"758","22","Level 1",">30 - 100","400.96","Q4 2013"
"759","22","Level 1",">100 - 300","NA","Q4 2013"
"760","22","Level 1",">300","NA","Q4 2013"
"761","22","Level 2 & 3","30 & Below","NA","Q4 2013"
"762","22","Level 2 & 3",">30 - 100","176.47","Q4 2013"
"763","22","Level 2 & 3",">100 - 300","150.72","Q4 2013"
"764","22","Level 2 & 3",">300","43.59","Q4 2013"
"765","22","Level 4 & Above","30 & Below","NA","Q4 2013"
"766","22","Level 4 & Above",">30 - 100","NA","Q4 2013"
"767","22","Level 4 & Above",">100 - 300","NA","Q4 2013"
"768","22","Level 4 & Above",">300","NA","Q4 2013"
"769","22","B1 & Below","30 & Below","290.64","Q1 2014"
"770","22","B1 & Below",">30 - 100","NA","Q1 2014"
"771","22","B1 & Below",">100 - 300","NA","Q1 2014"
"772","22","B1 & Below",">300","NA","Q1 2014"
"773","22","Level 1","30 & Below","376.75","Q1 2014"
"774","22","Level 1",">30 - 100","100.14","Q1 2014"
"775","22","Level 1",">100 - 300","108.04","Q1 2014"
"776","22","Level 1",">300","NA","Q1 2014"
"777","22","Level 2 & 3","30 & Below","333.64","Q1 2014"
"778","22","Level 2 & 3",">30 - 100","273.77","Q1 2014"
"779","22","Level 2 & 3",">100 - 300","247.52","Q1 2014"
"780","22","Level 2 & 3",">300","NA","Q1 2014"
"781","22","Level 4 & Above","30 & Below","NA","Q1 2014"
"782","22","Level 4 & Above",">30 - 100","NA","Q1 2014"
"783","22","Level 4 & Above",">100 - 300","NA","Q1 2014"
"784","22","Level 4 & Above",">300","NA","Q1 2014"
"785","22","B1 & Below","30 & Below","272.51","Q2 2014"
"786","22","B1 & Below",">30 - 100","123.79","Q2 2014"
"787","22","B1 & Below",">100 - 300","NA","Q2 2014"
"788","22","B1 & Below",">300","NA","Q2 2014"
"789","22","Level 1","30 & Below","395.96","Q2 2014"
"790","22","Level 1",">30 - 100","425.04","Q2 2014"
"791","22","Level 1",">100 - 300","234.87","Q2 2014"
"792","22","Level 1",">300","NA","Q2 2014"
"793","22","Level 2 & 3","30 & Below","269.10","Q2 2014"
"794","22","Level 2 & 3",">30 - 100","118.66","Q2 2014"
"795","22","Level 2 & 3",">100 - 300","148.52","Q2 2014"
"796","22","Level 2 & 3",">300","NA","Q2 2014"
"797","22","Level 4 & Above","30 & Below","NA","Q2 2014"
"798","22","Level 4 & Above",">30 - 100","NA","Q2 2014"
"799","22","Level 4 & Above",">100 - 300","NA","Q2 2014"
"800","22","Level 4 & Above",">300","NA","Q2 2014"
"801","22","B1 & Below","30 & Below","226.04","Q3 2014"
"802","22","B1 & Below",">30 - 100","190.38","Q3 2014"
"803","22","B1 & Below",">100 - 300","NA","Q3 2014"
"804","22","B1 & Below",">300","NA","Q3 2014"
"805","22","Level 1","30 & Below","362.31","Q3 2014"
"806","22","Level 1",">30 - 100","274.85","Q3 2014"
"807","22","Level 1",">100 - 300","178.88","Q3 2014"
"808","22","Level 1",">300","NA","Q3 2014"
"809","22","Level 2 & 3","30 & Below","269.78","Q3 2014"
"810","22","Level 2 & 3",">30 - 100","196.80","Q3 2014"
"811","22","Level 2 & 3",">100 - 300","NA","Q3 2014"
"812","22","Level 2 & 3",">300","75.99","Q3 2014"
"813","22","Level 4 & Above","30 & Below","NA","Q3 2014"
"814","22","Level 4 & Above",">30 - 100","150.78","Q3 2014"
"815","22","Level 4 & Above",">100 - 300","NA","Q3 2014"
"816","22","Level 4 & Above",">300","NA","Q3 2014"
"817","22","B1 & Below","30 & Below","349.81","Q4 2014"
"818","22","B1 & Below",">30 - 100","245.20","Q4 2014"
"819","22","B1 & Below",">100 - 300","179.22","Q4 2014"
"820","22","B1 & Below",">300","NA","Q4 2014"
"821","22","Level 1","30 & Below","485.06","Q4 2014"
"822","22","Level 1",">30 - 100","285.85","Q4 2014"
"823","22","Level 1",">100 - 300","112.82","Q4 2014"
"824","22","Level 1",">300","NA","Q4 2014"
"825","22","Level 2 & 3","30 & Below","260.15","Q4 2014"
"826","22","Level 2 & 3",">30 - 100","141.52","Q4 2014"
"827","22","Level 2 & 3",">100 - 300","162.10","Q4 2014"
"828","22","Level 2 & 3",">300","100.64","Q4 2014"
"829","22","Level 4 & Above","30 & Below","NA","Q4 2014"
"830","22","Level 4 & Above",">30 - 100","NA","Q4 2014"
"831","22","Level 4 & Above",">100 - 300","NA","Q4 2014"
"832","22","Level 4 & Above",">300","NA","Q4 2014"
"833","22","B1 & Below","30 & Below","379.67","Q1 2015"
"834","22","B1 & Below",">30 - 100","265.33","Q1 2015"
"835","22","B1 & Below",">100 - 300","176.53","Q1 2015"
"836","22","B1 & Below",">300","NA","Q1 2015"
"837","22","Level 1","30 & Below","504.83","Q1 2015"
"838","22","Level 1",">30 - 100","347.37","Q1 2015"
"839","22","Level 1",">100 - 300","202.76","Q1 2015"
"840","22","Level 1",">300","NA","Q1 2015"
"841","22","Level 2 & 3","30 & Below","267.52","Q1 2015"
"842","22","Level 2 & 3",">30 - 100","228.20","Q1 2015"
"843","22","Level 2 & 3",">100 - 300","173.84","Q1 2015"
"844","22","Level 2 & 3",">300","69.13","Q1 2015"
"845","22","Level 4 & Above","30 & Below","NA","Q1 2015"
"846","22","Level 4 & Above",">30 - 100","NA","Q1 2015"
"847","22","Level 4 & Above",">100 - 300","NA","Q1 2015"
"848","22","Level 4 & Above",">300","NA","Q1 2015"
"849","22","B1 & Below","30 & Below","355.22","Q2 2015"
"850","22","B1 & Below",">30 - 100","147.35","Q2 2015"
"851","22","B1 & Below",">100 - 300","114.64","Q2 2015"
"852","22","B1 & Below",">300","69.97","Q2 2015"
"853","22","Level 1","30 & Below","268.97","Q2 2015"
"854","22","Level 1",">30 - 100","352.24","Q2 2015"
"855","22","Level 1",">100 - 300","90.01","Q2 2015"
"856","22","Level 1",">300","NA","Q2 2015"
"857","22","Level 2 & 3","30 & Below","207.14","Q2 2015"
"858","22","Level 2 & 3",">30 - 100","173.95","Q2 2015"
"859","22","Level 2 & 3",">100 - 300","134.36","Q2 2015"
"860","22","Level 2 & 3",">300","75.44","Q2 2015"
"861","22","Level 4 & Above","30 & Below","NA","Q2 2015"
"862","22","Level 4 & Above",">30 - 100","231.93","Q2 2015"
"863","22","Level 4 & Above",">100 - 300","NA","Q2 2015"
"864","22","Level 4 & Above",">300","NA","Q2 2015"
"865","22","B1 & Below","30 & Below","NA","Q3 2015"
"866","22","B1 & Below",">30 - 100","288.47","Q3 2015"
"867","22","B1 & Below",">100 - 300","NA","Q3 2015"
"868","22","B1 & Below",">300","NA","Q3 2015"
"869","22","Level 1","30 & Below","421.68","Q3 2015"
"870","22","Level 1",">30 - 100","397.91","Q3 2015"
"871","22","Level 1",">100 - 300","201.02","Q3 2015"
"872","22","Level 1",">300","NA","Q3 2015"
"873","22","Level 2 & 3","30 & Below","326.23","Q3 2015"
"874","22","Level 2 & 3",">30 - 100","217.98","Q3 2015"
"875","22","Level 2 & 3",">100 - 300","150.70","Q3 2015"
"876","22","Level 2 & 3",">300","81.66","Q3 2015"
"877","22","Level 4 & Above","30 & Below","NA","Q3 2015"
"878","22","Level 4 & Above",">30 - 100","NA","Q3 2015"
"879","22","Level 4 & Above",">100 - 300","NA","Q3 2015"
"880","22","Level 4 & Above",">300","NA","Q3 2015"
"881","22","B1 & Below","30 & Below","NA","Q4 2015"
"882","22","B1 & Below",">30 - 100","245.42","Q4 2015"
"883","22","B1 & Below",">100 - 300","NA","Q4 2015"
"884","22","B1 & Below",">300","NA","Q4 2015"
"885","22","Level 1","30 & Below","NA","Q4 2015"
"886","22","Level 1",">30 - 100","292.78","Q4 2015"
"887","22","Level 1",">100 - 300","203.58","Q4 2015"
"888","22","Level 1",">300","148.47","Q4 2015"
"889","22","Level 2 & 3","30 & Below","312.26","Q4 2015"
"890","22","Level 2 & 3",">30 - 100","215.27","Q4 2015"
"891","22","Level 2 & 3",">100 - 300","150.69","Q4 2015"
"892","22","Level 2 & 3",">300","NA","Q4 2015"
"893","22","Level 4 & Above","30 & Below","NA","Q4 2015"
"894","22","Level 4 & Above",">30 - 100","NA","Q4 2015"
"895","22","Level 4 & Above",">100 - 300","NA","Q4 2015"
"896","22","Level 4 & Above",">300","NA","Q4 2015"
"897","22","B1 & Below","30 & Below","NA","Q1 2016"
"898","22","B1 & Below",">30 - 100","180.92","Q1 2016"
"899","22","B1 & Below",">100 - 300","NA","Q1 2016"
"900","22","B1 & Below",">300","NA","Q1 2016"
"901","22","Level 1","30 & Below","NA","Q1 2016"
"902","22","Level 1",">30 - 100","331.53","Q1 2016"
"903","22","Level 1",">100 - 300","NA","Q1 2016"
"904","22","Level 1",">300","NA","Q1 2016"
"905","22","Level 2 & 3","30 & Below","291.67","Q1 2016"
"906","22","Level 2 & 3",">30 - 100","160.71","Q1 2016"
"907","22","Level 2 & 3",">100 - 300","150.69","Q1 2016"
"908","22","Level 2 & 3",">300","NA","Q1 2016"
"909","22","Level 4 & Above","30 & Below","NA","Q1 2016"
"910","22","Level 4 & Above",">30 - 100","NA","Q1 2016"
"911","22","Level 4 & Above",">100 - 300","NA","Q1 2016"
"912","22","Level 4 & Above",">300","NA","Q1 2016"
"913","22","B1 & Below","30 & Below","NA","Q2 2016"
"914","22","B1 & Below",">30 - 100","249.46","Q2 2016"
"915","22","B1 & Below",">100 - 300","NA","Q2 2016"
"916","22","B1 & Below",">300","NA","Q2 2016"
"917","22","Level 1","30 & Below","303.33","Q2 2016"
"918","22","Level 1",">30 - 100","275.20","Q2 2016"
"919","22","Level 1",">100 - 300","NA","Q2 2016"
"920","22","Level 1",">300","161.46","Q2 2016"
"921","22","Level 2 & 3","30 & Below","278.07","Q2 2016"
"922","22","Level 2 & 3",">30 - 100","215.28","Q2 2016"
"923","22","Level 2 & 3",">100 - 300","184.52","Q2 2016"
"924","22","Level 2 & 3",">300","NA","Q2 2016"
"925","22","Level 4 & Above","30 & Below","NA","Q2 2016"
"926","22","Level 4 & Above",">30 - 100","NA","Q2 2016"
"927","22","Level 4 & Above",">100 - 300","NA","Q2 2016"
"928","22","Level 4 & Above",">300","NA","Q2 2016"
"929","22","B1 & Below","30 & Below","NA","Q3 2016"
"930","22","B1 & Below",">30 - 100","NA","Q3 2016"
"931","22","B1 & Below",">100 - 300","170.43","Q3 2016"
