"URBAN REDEVELOPMENT AUTHORITY - Rental Contracts of Private Retail Properties"

"S/N","Postal District","Floor Level","Floor Area (Sqm)","Median Rent (Sqm)","Reference Period"
"466","11","B1 & Below",">30 - 100","172.08","Q2 2019"
"467","11","B1 & Below",">100 - 300","NA","Q2 2019"
"468","11","B1 & Below",">300","NA","Q2 2019"
"469","11","Level 1","30 & Below","72.29","Q2 2019"
"470","11","Level 1",">30 - 100","172.00","Q2 2019"
"471","11","Level 1",">100 - 300","108.58","Q2 2019"
"472","11","Level 1",">300","NA","Q2 2019"
"473","11","Level 2 & 3","30 & Below","122.72","Q2 2019"
"474","11","Level 2 & 3",">30 - 100","178.85","Q2 2019"
"475","11","Level 2 & 3",">100 - 300","89.69","Q2 2019"
"476","11","Level 2 & 3",">300","57.76","Q2 2019"
"477","11","Level 4 & Above","30 & Below","NA","Q2 2019"
"478","11","Level 4 & Above",">30 - 100","NA","Q2 2019"
"479","11","Level 4 & Above",">100 - 300","NA","Q2 2019"
"480","11","Level 4 & Above",">300","NA","Q2 2019"
"481","11","B1 & Below","30 & Below","190.80","Q3 2019"
"482","11","B1 & Below",">30 - 100","139.24","Q3 2019"
"483","11","B1 & Below",">100 - 300","NA","Q3 2019"
"484","11","B1 & Below",">300","NA","Q3 2019"
"485","11","Level 1","30 & Below","262.16","Q3 2019"
"486","11","Level 1",">30 - 100","194.67","Q3 2019"
"487","11","Level 1",">100 - 300","111.47","Q3 2019"
"488","11","Level 1",">300","79.20","Q3 2019"
"489","11","Level 2 & 3","30 & Below","NA","Q3 2019"
"490","11","Level 2 & 3",">30 - 100","167.94","Q3 2019"
"491","11","Level 2 & 3",">100 - 300","85.39","Q3 2019"
"492","11","Level 2 & 3",">300","54.75","Q3 2019"
"493","11","Level 4 & Above","30 & Below","NA","Q3 2019"
"494","11","Level 4 & Above",">30 - 100","NA","Q3 2019"
"495","11","Level 4 & Above",">100 - 300","NA","Q3 2019"
"496","11","Level 4 & Above",">300","NA","Q3 2019"
"497","11","B1 & Below","30 & Below","NA","Q4 2019"
"498","11","B1 & Below",">30 - 100","NA","Q4 2019"
"499","11","B1 & Below",">100 - 300","NA","Q4 2019"
"500","11","B1 & Below",">300","NA","Q4 2019"
"501","11","Level 1","30 & Below","273.67","Q4 2019"
"502","11","Level 1",">30 - 100","236.92","Q4 2019"
"503","11","Level 1",">100 - 300","64.25","Q4 2019"
"504","11","Level 1",">300","NA","Q4 2019"
"505","11","Level 2 & 3","30 & Below","195.72","Q4 2019"
"506","11","Level 2 & 3",">30 - 100","161.38","Q4 2019"
"507","11","Level 2 & 3",">100 - 300","148.15","Q4 2019"
"508","11","Level 2 & 3",">300","NA","Q4 2019"
"509","11","Level 4 & Above","30 & Below","NA","Q4 2019"
"510","11","Level 4 & Above",">30 - 100","NA","Q4 2019"
"511","11","Level 4 & Above",">100 - 300","NA","Q4 2019"
"512","11","Level 4 & Above",">300","NA","Q4 2019"
"513","11","B1 & Below","30 & Below","270.85","Q1 2020"
"514","11","B1 & Below",">30 - 100","195.60","Q1 2020"
"515","11","B1 & Below",">100 - 300","NA","Q1 2020"
"516","11","B1 & Below",">300","NA","Q1 2020"
"517","11","Level 1","30 & Below","515.95","Q1 2020"
"518","11","Level 1",">30 - 100","157.86","Q1 2020"
"519","11","Level 1",">100 - 300","NA","Q1 2020"
"520","11","Level 1",">300","NA","Q1 2020"
"521","11","Level 2 & 3","30 & Below","122.11","Q1 2020"
"522","11","Level 2 & 3",">30 - 100","193.89","Q1 2020"
"523","11","Level 2 & 3",">100 - 300","NA","Q1 2020"
"524","11","Level 2 & 3",">300","NA","Q1 2020"
"525","11","Level 4 & Above","30 & Below","NA","Q1 2020"
"526","11","Level 4 & Above",">30 - 100","NA","Q1 2020"
"527","11","Level 4 & Above",">100 - 300","NA","Q1 2020"
"528","11","Level 4 & Above",">300","NA","Q1 2020"
"529","11","B1 & Below","30 & Below","NA","Q2 2020"
"530","11","B1 & Below",">30 - 100","105.26","Q2 2020"
"531","11","B1 & Below",">100 - 300","NA","Q2 2020"
"532","11","B1 & Below",">300","NA","Q2 2020"
"533","11","Level 1","30 & Below","108.97","Q2 2020"
"534","11","Level 1",">30 - 100","NA","Q2 2020"
"535","11","Level 1",">100 - 300","NA","Q2 2020"
"536","11","Level 1",">300","NA","Q2 2020"
"537","11","Level 2 & 3","30 & Below","NA","Q2 2020"
"538","11","Level 2 & 3",">30 - 100","NA","Q2 2020"
"539","11","Level 2 & 3",">100 - 300","NA","Q2 2020"
"540","11","Level 2 & 3",">300","NA","Q2 2020"
"541","11","Level 4 & Above","30 & Below","NA","Q2 2020"
"542","11","Level 4 & Above",">30 - 100","NA","Q2 2020"
"543","11","Level 4 & Above",">100 - 300","NA","Q2 2020"
"544","11","Level 4 & Above",">300","NA","Q2 2020"
"545","11","B1 & Below","30 & Below","272.78","Q3 2020"
"546","11","B1 & Below",">30 - 100","118.46","Q3 2020"
"547","11","B1 & Below",">100 - 300","NA","Q3 2020"
"548","11","B1 & Below",">300","32.34","Q3 2020"
"549","11","Level 1","30 & Below","75.00","Q3 2020"
"550","11","Level 1",">30 - 100","99.40","Q3 2020"
"551","11","Level 1",">100 - 300","61.74","Q3 2020"
"552","11","Level 1",">300","NA","Q3 2020"
"553","11","Level 2 & 3","30 & Below","129.00","Q3 2020"
"554","11","Level 2 & 3",">30 - 100","253.05","Q3 2020"
"555","11","Level 2 & 3",">100 - 300","NA","Q3 2020"
"556","11","Level 2 & 3",">300","NA","Q3 2020"
"557","11","Level 4 & Above","30 & Below","NA","Q3 2020"
"558","11","Level 4 & Above",">30 - 100","NA","Q3 2020"
"559","11","Level 4 & Above",">100 - 300","NA","Q3 2020"
"560","11","Level 4 & Above",">300","NA","Q3 2020"
"561","11","B1 & Below","30 & Below","NA","Q4 2020"
"562","11","B1 & Below",">30 - 100","105.59","Q4 2020"
"563","11","B1 & Below",">100 - 300","NA","Q4 2020"
"564","11","B1 & Below",">300","NA","Q4 2020"
"565","11","Level 1","30 & Below","84.62","Q4 2020"
"566","11","Level 1",">30 - 100","119.69","Q4 2020"
"567","11","Level 1",">100 - 300","96.80","Q4 2020"
"568","11","Level 1",">300","NA","Q4 2020"
"569","11","Level 2 & 3","30 & Below","149.23","Q4 2020"
"570","11","Level 2 & 3",">30 - 100","96.82","Q4 2020"
"571","11","Level 2 & 3",">100 - 300","NA","Q4 2020"
"572","11","Level 2 & 3",">300","NA","Q4 2020"
"573","11","Level 4 & Above","30 & Below","NA","Q4 2020"
"574","11","Level 4 & Above",">30 - 100","NA","Q4 2020"
"575","11","Level 4 & Above",">100 - 300","NA","Q4 2020"
"576","11","Level 4 & Above",">300","NA","Q4 2020"
"577","11","B1 & Below","30 & Below","NA","Q1 2021"
"578","11","B1 & Below",">30 - 100","NA","Q1 2021"
"579","11","B1 & Below",">100 - 300","NA","Q1 2021"
"580","11","B1 & Below",">300","NA","Q1 2021"
"581","11","Level 1","30 & Below","144.00","Q1 2021"
"582","11","Level 1",">30 - 100","111.40","Q1 2021"
"583","11","Level 1",">100 - 300","77.86","Q1 2021"
"584","11","Level 1",">300","NA","Q1 2021"
"585","11","Level 2 & 3","30 & Below","NA","Q1 2021"
"586","11","Level 2 & 3",">30 - 100","190.00","Q1 2021"
"587","11","Level 2 & 3",">100 - 300","NA","Q1 2021"
"588","11","Level 2 & 3",">300","NA","Q1 2021"
"589","11","Level 4 & Above","30 & Below","NA","Q1 2021"
"590","11","Level 4 & Above",">30 - 100","NA","Q1 2021"
"591","11","Level 4 & Above",">100 - 300","NA","Q1 2021"
"592","11","Level 4 & Above",">300","NA","Q1 2021"
"593","11","B1 & Below","30 & Below","165.60","Q2 2021"
"594","11","B1 & Below",">30 - 100","85.72","Q2 2021"
"595","11","B1 & Below",">100 - 300","NA","Q2 2021"
"596","11","B1 & Below",">300","NA","Q2 2021"
"597","11","Level 1","30 & Below","270.87","Q2 2021"
"598","11","Level 1",">30 - 100","96.39","Q2 2021"
"599","11","Level 1",">100 - 300","NA","Q2 2021"
"600","11","Level 1",">300","63.97","Q2 2021"
"601","11","Level 2 & 3","30 & Below","183.22","Q2 2021"
"602","11","Level 2 & 3",">30 - 100","145.91","Q2 2021"
"603","11","Level 2 & 3",">100 - 300","96.44","Q2 2021"
"604","11","Level 2 & 3",">300","NA","Q2 2021"
"605","11","Level 4 & Above","30 & Below","NA","Q2 2021"
"606","11","Level 4 & Above",">30 - 100","NA","Q2 2021"
"607","11","Level 4 & Above",">100 - 300","NA","Q2 2021"
"608","11","Level 4 & Above",">300","NA","Q2 2021"
"609","11","B1 & Below","30 & Below","187.61","Q3 2021"
"610","11","B1 & Below",">30 - 100","117.01","Q3 2021"
"611","11","B1 & Below",">100 - 300","NA","Q3 2021"
"612","11","B1 & Below",">300","44.68","Q3 2021"
"613","11","Level 1","30 & Below","265.42","Q3 2021"
"614","11","Level 1",">30 - 100","128.46","Q3 2021"
"615","11","Level 1",">100 - 300","NA","Q3 2021"
"616","11","Level 1",">300","NA","Q3 2021"
"617","11","Level 2 & 3","30 & Below","120.28","Q3 2021"
"618","11","Level 2 & 3",">30 - 100","169.91","Q3 2021"
"619","11","Level 2 & 3",">100 - 300","102.11","Q3 2021"
"620","11","Level 2 & 3",">300","NA","Q3 2021"
"621","11","Level 4 & Above","30 & Below","NA","Q3 2021"
"622","11","Level 4 & Above",">30 - 100","NA","Q3 2021"
"623","11","Level 4 & Above",">100 - 300","NA","Q3 2021"
"624","11","Level 4 & Above",">300","NA","Q3 2021"
"625","11","B1 & Below","30 & Below","NA","Q4 2021"
"626","11","B1 & Below",">30 - 100","153.72","Q4 2021"
"627","11","B1 & Below",">100 - 300","NA","Q4 2021"
"628","11","B1 & Below",">300","NA","Q4 2021"
"629","11","Level 1","30 & Below","161.43","Q4 2021"
"630","11","Level 1",">30 - 100","96.07","Q4 2021"
"631","11","Level 1",">100 - 300","121.05","Q4 2021"
"632","11","Level 1",">300","NA","Q4 2021"
"633","11","Level 2 & 3","30 & Below","NA","Q4 2021"
"634","11","Level 2 & 3",">30 - 100","186.02","Q4 2021"
"635","11","Level 2 & 3",">100 - 300","NA","Q4 2021"
"636","11","Level 2 & 3",">300","NA","Q4 2021"
"637","11","Level 4 & Above","30 & Below","NA","Q4 2021"
"638","11","Level 4 & Above",">30 - 100","NA","Q4 2021"
"639","11","Level 4 & Above",">100 - 300","NA","Q4 2021"
"640","11","Level 4 & Above",">300","NA","Q4 2021"
"641","12","B1 & Below","30 & Below","NA","Q1 2012"
"642","12","B1 & Below",">30 - 100","NA","Q1 2012"
"643","12","B1 & Below",">100 - 300","NA","Q1 2012"
"644","12","B1 & Below",">300","NA","Q1 2012"
"645","12","Level 1","30 & Below","NA","Q1 2012"
"646","12","Level 1",">30 - 100","61.22","Q1 2012"
"647","12","Level 1",">100 - 300","NA","Q1 2012"
"648","12","Level 1",">300","NA","Q1 2012"
"649","12","Level 2 & 3","30 & Below","59.07","Q1 2012"
"650","12","Level 2 & 3",">30 - 100","40.93","Q1 2012"
"651","12","Level 2 & 3",">100 - 300","NA","Q1 2012"
"652","12","Level 2 & 3",">300","NA","Q1 2012"
"653","12","Level 4 & Above","30 & Below","NA","Q1 2012"
"654","12","Level 4 & Above",">30 - 100","NA","Q1 2012"
"655","12","Level 4 & Above",">100 - 300","NA","Q1 2012"
"656","12","Level 4 & Above",">300","NA","Q1 2012"
"657","12","B1 & Below","30 & Below","NA","Q2 2012"
"658","12","B1 & Below",">30 - 100","NA","Q2 2012"
"659","12","B1 & Below",">100 - 300","NA","Q2 2012"
"660","12","B1 & Below",">300","NA","Q2 2012"
"661","12","Level 1","30 & Below","NA","Q2 2012"
"662","12","Level 1",">30 - 100","53.49","Q2 2012"
"663","12","Level 1",">100 - 300","NA","Q2 2012"
"664","12","Level 1",">300","NA","Q2 2012"
"665","12","Level 2 & 3","30 & Below","NA","Q2 2012"
"666","12","Level 2 & 3",">30 - 100","NA","Q2 2012"
"667","12","Level 2 & 3",">100 - 300","NA","Q2 2012"
"668","12","Level 2 & 3",">300","NA","Q2 2012"
"669","12","Level 4 & Above","30 & Below","NA","Q2 2012"
"670","12","Level 4 & Above",">30 - 100","NA","Q2 2012"
"671","12","Level 4 & Above",">100 - 300","NA","Q2 2012"
"672","12","Level 4 & Above",">300","NA","Q2 2012"
"673","12","B1 & Below","30 & Below","NA","Q3 2012"
"674","12","B1 & Below",">30 - 100","NA","Q3 2012"
"675","12","B1 & Below",">100 - 300","NA","Q3 2012"
"676","12","B1 & Below",">300","NA","Q3 2012"
"677","12","Level 1","30 & Below","129.41","Q3 2012"
"678","12","Level 1",">30 - 100","52.45","Q3 2012"
"679","12","Level 1",">100 - 300","39.34","Q3 2012"
"680","12","Level 1",">300","NA","Q3 2012"
"681","12","Level 2 & 3","30 & Below","57.59","Q3 2012"
"682","12","Level 2 & 3",">30 - 100","53.82","Q3 2012"
"683","12","Level 2 & 3",">100 - 300","NA","Q3 2012"
"684","12","Level 2 & 3",">300","NA","Q3 2012"
"685","12","Level 4 & Above","30 & Below","NA","Q3 2012"
"686","12","Level 4 & Above",">30 - 100","NA","Q3 2012"
"687","12","Level 4 & Above",">100 - 300","NA","Q3 2012"
"688","12","Level 4 & Above",">300","NA","Q3 2012"
"689","12","B1 & Below","30 & Below","NA","Q4 2012"
"690","12","B1 & Below",">30 - 100","NA","Q4 2012"
"691","12","B1 & Below",">100 - 300","NA","Q4 2012"
"692","12","B1 & Below",">300","NA","Q4 2012"
"693","12","Level 1","30 & Below","44.44","Q4 2012"
"694","12","Level 1",">30 - 100","37.50","Q4 2012"
"695","12","Level 1",">100 - 300","NA","Q4 2012"
"696","12","Level 1",">300","NA","Q4 2012"
"697","12","Level 2 & 3","30 & Below","51.76","Q4 2012"
"698","12","Level 2 & 3",">30 - 100","55.73","Q4 2012"
"699","12","Level 2 & 3",">100 - 300","36.41","Q4 2012"
"700","12","Level 2 & 3",">300","NA","Q4 2012"
"701","12","Level 4 & Above","30 & Below","NA","Q4 2012"
"702","12","Level 4 & Above",">30 - 100","NA","Q4 2012"
"703","12","Level 4 & Above",">100 - 300","NA","Q4 2012"
"704","12","Level 4 & Above",">300","NA","Q4 2012"
"705","12","B1 & Below","30 & Below","NA","Q1 2013"
"706","12","B1 & Below",">30 - 100","NA","Q1 2013"
"707","12","B1 & Below",">100 - 300","NA","Q1 2013"
"708","12","B1 & Below",">300","NA","Q1 2013"
"709","12","Level 1","30 & Below","89.66","Q1 2013"
"710","12","Level 1",">30 - 100","NA","Q1 2013"
"711","12","Level 1",">100 - 300","NA","Q1 2013"
"712","12","Level 1",">300","NA","Q1 2013"
"713","12","Level 2 & 3","30 & Below","52.18","Q1 2013"
"714","12","Level 2 & 3",">30 - 100","47.13","Q1 2013"
"715","12","Level 2 & 3",">100 - 300","NA","Q1 2013"
"716","12","Level 2 & 3",">300","65.66","Q1 2013"
"717","12","Level 4 & Above","30 & Below","NA","Q1 2013"
"718","12","Level 4 & Above",">30 - 100","NA","Q1 2013"
"719","12","Level 4 & Above",">100 - 300","NA","Q1 2013"
"720","12","Level 4 & Above",">300","NA","Q1 2013"
"721","12","B1 & Below","30 & Below","NA","Q2 2013"
"722","12","B1 & Below",">30 - 100","NA","Q2 2013"
"723","12","B1 & Below",">100 - 300","NA","Q2 2013"
"724","12","B1 & Below",">300","NA","Q2 2013"
"725","12","Level 1","30 & Below","NA","Q2 2013"
"726","12","Level 1",">30 - 100","NA","Q2 2013"
"727","12","Level 1",">100 - 300","41.30","Q2 2013"
"728","12","Level 1",">300","NA","Q2 2013"
"729","12","Level 2 & 3","30 & Below","60.00","Q2 2013"
"730","12","Level 2 & 3",">30 - 100","44.44","Q2 2013"
"731","12","Level 2 & 3",">100 - 300","33.06","Q2 2013"
"732","12","Level 2 & 3",">300","NA","Q2 2013"
"733","12","Level 4 & Above","30 & Below","NA","Q2 2013"
"734","12","Level 4 & Above",">30 - 100","NA","Q2 2013"
"735","12","Level 4 & Above",">100 - 300","NA","Q2 2013"
"736","12","Level 4 & Above",">300","NA","Q2 2013"
"737","12","B1 & Below","30 & Below","NA","Q3 2013"
"738","12","B1 & Below",">30 - 100","NA","Q3 2013"
"739","12","B1 & Below",">100 - 300","NA","Q3 2013"
"740","12","B1 & Below",">300","NA","Q3 2013"
"741","12","Level 1","30 & Below","NA","Q3 2013"
"742","12","Level 1",">30 - 100","69.64","Q3 2013"
"743","12","Level 1",">100 - 300","NA","Q3 2013"
"744","12","Level 1",">300","NA","Q3 2013"
"745","12","Level 2 & 3","30 & Below","NA","Q3 2013"
"746","12","Level 2 & 3",">30 - 100","NA","Q3 2013"
"747","12","Level 2 & 3",">100 - 300","NA","Q3 2013"
"748","12","Level 2 & 3",">300","NA","Q3 2013"
"749","12","Level 4 & Above","30 & Below","NA","Q3 2013"
"750","12","Level 4 & Above",">30 - 100","NA","Q3 2013"
"751","12","Level 4 & Above",">100 - 300","NA","Q3 2013"
"752","12","Level 4 & Above",">300","NA","Q3 2013"
"753","12","B1 & Below","30 & Below","NA","Q4 2013"
"754","12","B1 & Below",">30 - 100","NA","Q4 2013"
"755","12","B1 & Below",">100 - 300","NA","Q4 2013"
"756","12","B1 & Below",">300","NA","Q4 2013"
"757","12","Level 1","30 & Below","NA","Q4 2013"
"758","12","Level 1",">30 - 100","NA","Q4 2013"
"759","12","Level 1",">100 - 300","NA","Q4 2013"
"760","12","Level 1",">300","NA","Q4 2013"
"761","12","Level 2 & 3","30 & Below","NA","Q4 2013"
"762","12","Level 2 & 3",">30 - 100","48.15","Q4 2013"
"763","12","Level 2 & 3",">100 - 300","28.46","Q4 2013"
"764","12","Level 2 & 3",">300","NA","Q4 2013"
"765","12","Level 4 & Above","30 & Below","NA","Q4 2013"
"766","12","Level 4 & Above",">30 - 100","NA","Q4 2013"
"767","12","Level 4 & Above",">100 - 300","NA","Q4 2013"
"768","12","Level 4 & Above",">300","NA","Q4 2013"
"769","12","B1 & Below","30 & Below","NA","Q1 2014"
"770","12","B1 & Below",">30 - 100","NA","Q1 2014"
"771","12","B1 & Below",">100 - 300","NA","Q1 2014"
"772","12","B1 & Below",">300","NA","Q1 2014"
"773","12","Level 1","30 & Below","86.36","Q1 2014"
"774","12","Level 1",">30 - 100","59.17","Q1 2014"
"775","12","Level 1",">100 - 300","NA","Q1 2014"
"776","12","Level 1",">300","NA","Q1 2014"
"777","12","Level 2 & 3","30 & Below","58.96","Q1 2014"
"778","12","Level 2 & 3",">30 - 100","NA","Q1 2014"
"779","12","Level 2 & 3",">100 - 300","NA","Q1 2014"
"780","12","Level 2 & 3",">300","NA","Q1 2014"
"781","12","Level 4 & Above","30 & Below","NA","Q1 2014"
"782","12","Level 4 & Above",">30 - 100","NA","Q1 2014"
"783","12","Level 4 & Above",">100 - 300","NA","Q1 2014"
"784","12","Level 4 & Above",">300","NA","Q1 2014"
"785","12","B1 & Below","30 & Below","NA","Q2 2014"
"786","12","B1 & Below",">30 - 100","NA","Q2 2014"
"787","12","B1 & Below",">100 - 300","NA","Q2 2014"
"788","12","B1 & Below",">300","NA","Q2 2014"
"789","12","Level 1","30 & Below","88.12","Q2 2014"
"790","12","Level 1",">30 - 100","76.01","Q2 2014"
"791","12","Level 1",">100 - 300","66.99","Q2 2014"
"792","12","Level 1",">300","NA","Q2 2014"
"793","12","Level 2 & 3","30 & Below","NA","Q2 2014"
"794","12","Level 2 & 3",">30 - 100","47.22","Q2 2014"
"795","12","Level 2 & 3",">100 - 300","NA","Q2 2014"
"796","12","Level 2 & 3",">300","NA","Q2 2014"
"797","12","Level 4 & Above","30 & Below","NA","Q2 2014"
"798","12","Level 4 & Above",">30 - 100","NA","Q2 2014"
"799","12","Level 4 & Above",">100 - 300","NA","Q2 2014"
"800","12","Level 4 & Above",">300","NA","Q2 2014"
"801","12","B1 & Below","30 & Below","NA","Q3 2014"
"802","12","B1 & Below",">30 - 100","NA","Q3 2014"
"803","12","B1 & Below",">100 - 300","NA","Q3 2014"
"804","12","B1 & Below",">300","NA","Q3 2014"
"805","12","Level 1","30 & Below","135.91","Q3 2014"
"806","12","Level 1",">30 - 100","88.96","Q3 2014"
"807","12","Level 1",">100 - 300","45.10","Q3 2014"
"808","12","Level 1",">300","NA","Q3 2014"
"809","12","Level 2 & 3","30 & Below","64.90","Q3 2014"
"810","12","Level 2 & 3",">30 - 100","NA","Q3 2014"
"811","12","Level 2 & 3",">100 - 300","28.33","Q3 2014"
"812","12","Level 2 & 3",">300","NA","Q3 2014"
"813","12","Level 4 & Above","30 & Below","NA","Q3 2014"
"814","12","Level 4 & Above",">30 - 100","NA","Q3 2014"
"815","12","Level 4 & Above",">100 - 300","NA","Q3 2014"
"816","12","Level 4 & Above",">300","NA","Q3 2014"
"817","12","B1 & Below","30 & Below","NA","Q4 2014"
"818","12","B1 & Below",">30 - 100","NA","Q4 2014"
"819","12","B1 & Below",">100 - 300","NA","Q4 2014"
"820","12","B1 & Below",">300","NA","Q4 2014"
"821","12","Level 1","30 & Below","72.00","Q4 2014"
"822","12","Level 1",">30 - 100","61.28","Q4 2014"
"823","12","Level 1",">100 - 300","50.78","Q4 2014"
"824","12","Level 1",">300","NA","Q4 2014"
"825","12","Level 2 & 3","30 & Below","NA","Q4 2014"
"826","12","Level 2 & 3",">30 - 100","NA","Q4 2014"
"827","12","Level 2 & 3",">100 - 300","NA","Q4 2014"
"828","12","Level 2 & 3",">300","NA","Q4 2014"
"829","12","Level 4 & Above","30 & Below","NA","Q4 2014"
"830","12","Level 4 & Above",">30 - 100","NA","Q4 2014"
"831","12","Level 4 & Above",">100 - 300","NA","Q4 2014"
"832","12","Level 4 & Above",">300","NA","Q4 2014"
"833","12","B1 & Below","30 & Below","NA","Q1 2015"
"834","12","B1 & Below",">30 - 100","NA","Q1 2015"
"835","12","B1 & Below",">100 - 300","NA","Q1 2015"
"836","12","B1 & Below",">300","NA","Q1 2015"
"837","12","Level 1","30 & Below","89.66","Q1 2015"
"838","12","Level 1",">30 - 100","44.44","Q1 2015"
"839","12","Level 1",">100 - 300","34.74","Q1 2015"
"840","12","Level 1",">300","NA","Q1 2015"
"841","12","Level 2 & 3","30 & Below","NA","Q1 2015"
"842","12","Level 2 & 3",">30 - 100","51.87","Q1 2015"
"843","12","Level 2 & 3",">100 - 300","NA","Q1 2015"
"844","12","Level 2 & 3",">300","NA","Q1 2015"
"845","12","Level 4 & Above","30 & Below","NA","Q1 2015"
"846","12","Level 4 & Above",">30 - 100","NA","Q1 2015"
"847","12","Level 4 & Above",">100 - 300","NA","Q1 2015"
"848","12","Level 4 & Above",">300","NA","Q1 2015"
"849","12","B1 & Below","30 & Below","NA","Q2 2015"
"850","12","B1 & Below",">30 - 100","NA","Q2 2015"
"851","12","B1 & Below",">100 - 300","NA","Q2 2015"
"852","12","B1 & Below",">300","NA","Q2 2015"
"853","12","Level 1","30 & Below","132.35","Q2 2015"
"854","12","Level 1",">30 - 100","73.78","Q2 2015"
"855","12","Level 1",">100 - 300","33.53","Q2 2015"
"856","12","Level 1",">300","NA","Q2 2015"
"857","12","Level 2 & 3","30 & Below","57.69","Q2 2015"
"858","12","Level 2 & 3",">30 - 100","NA","Q2 2015"
"859","12","Level 2 & 3",">100 - 300","31.15","Q2 2015"
"860","12","Level 2 & 3",">300","NA","Q2 2015"
"861","12","Level 4 & Above","30 & Below","NA","Q2 2015"
"862","12","Level 4 & Above",">30 - 100","NA","Q2 2015"
"863","12","Level 4 & Above",">100 - 300","NA","Q2 2015"
"864","12","Level 4 & Above",">300","NA","Q2 2015"
"865","12","B1 & Below","30 & Below","NA","Q3 2015"
"866","12","B1 & Below",">30 - 100","NA","Q3 2015"
"867","12","B1 & Below",">100 - 300","NA","Q3 2015"
"868","12","B1 & Below",">300","NA","Q3 2015"
"869","12","Level 1","30 & Below","NA","Q3 2015"
"870","12","Level 1",">30 - 100","68.13","Q3 2015"
"871","12","Level 1",">100 - 300","NA","Q3 2015"
"872","12","Level 1",">300","NA","Q3 2015"
"873","12","Level 2 & 3","30 & Below","64.36","Q3 2015"
"874","12","Level 2 & 3",">30 - 100","50.94","Q3 2015"
"875","12","Level 2 & 3",">100 - 300","29.03","Q3 2015"
"876","12","Level 2 & 3",">300","NA","Q3 2015"
"877","12","Level 4 & Above","30 & Below","NA","Q3 2015"
"878","12","Level 4 & Above",">30 - 100","NA","Q3 2015"
"879","12","Level 4 & Above",">100 - 300","NA","Q3 2015"
"880","12","Level 4 & Above",">300","NA","Q3 2015"
"881","12","B1 & Below","30 & Below","NA","Q4 2015"
"882","12","B1 & Below",">30 - 100","NA","Q4 2015"
"883","12","B1 & Below",">100 - 300","NA","Q4 2015"
"884","12","B1 & Below",">300","NA","Q4 2015"
"885","12","Level 1","30 & Below","NA","Q4 2015"
"886","12","Level 1",">30 - 100","48.80","Q4 2015"
"887","12","Level 1",">100 - 300","51.64","Q4 2015"
"888","12","Level 1",">300","NA","Q4 2015"
"889","12","Level 2 & 3","30 & Below","60.12","Q4 2015"
"890","12","Level 2 & 3",">30 - 100","51.85","Q4 2015"
"891","12","Level 2 & 3",">100 - 300","NA","Q4 2015"
"892","12","Level 2 & 3",">300","NA","Q4 2015"
"893","12","Level 4 & Above","30 & Below","NA","Q4 2015"
"894","12","Level 4 & Above",">30 - 100","NA","Q4 2015"
"895","12","Level 4 & Above",">100 - 300","NA","Q4 2015"
"896","12","Level 4 & Above",">300","NA","Q4 2015"
"897","12","B1 & Below","30 & Below","NA","Q1 2016"
"898","12","B1 & Below",">30 - 100","NA","Q1 2016"
"899","12","B1 & Below",">100 - 300","NA","Q1 2016"
"900","12","B1 & Below",">300","NA","Q1 2016"
"901","12","Level 1","30 & Below","93.00","Q1 2016"
"902","12","Level 1",">30 - 100","80.00","Q1 2016"
"903","12","Level 1",">100 - 300","40.62","Q1 2016"
"904","12","Level 1",">300","NA","Q1 2016"
"905","12","Level 2 & 3","30 & Below","62.50","Q1 2016"
"906","12","Level 2 & 3",">30 - 100","NA","Q1 2016"
"907","12","Level 2 & 3",">100 - 300","NA","Q1 2016"
"908","12","Level 2 & 3",">300","NA","Q1 2016"
"909","12","Level 4 & Above","30 & Below","NA","Q1 2016"
"910","12","Level 4 & Above",">30 - 100","NA","Q1 2016"
"911","12","Level 4 & Above",">100 - 300","NA","Q1 2016"
"912","12","Level 4 & Above",">300","NA","Q1 2016"
"913","12","B1 & Below","30 & Below","NA","Q2 2016"
"914","12","B1 & Below",">30 - 100","NA","Q2 2016"
"915","12","B1 & Below",">100 - 300","NA","Q2 2016"
"916","12","B1 & Below",">300","NA","Q2 2016"
"917","12","Level 1","30 & Below","118.06","Q2 2016"
"918","12","Level 1",">30 - 100","84.66","Q2 2016"
"919","12","Level 1",">100 - 300","44.37","Q2 2016"
"920","12","Level 1",">300","77.25","Q2 2016"
"921","12","Level 2 & 3","30 & Below","60.00","Q2 2016"
"922","12","Level 2 & 3",">30 - 100","49.67","Q2 2016"
"923","12","Level 2 & 3",">100 - 300","NA","Q2 2016"
"924","12","Level 2 & 3",">300","NA","Q2 2016"
"925","12","Level 4 & Above","30 & Below","NA","Q2 2016"
"926","12","Level 4 & Above",">30 - 100","NA","Q2 2016"
"927","12","Level 4 & Above",">100 - 300","NA","Q2 2016"
"928","12","Level 4 & Above",">300","NA","Q2 2016"
"929","12","B1 & Below","30 & Below","NA","Q3 2016"
"930","12","B1 & Below",">30 - 100","NA","Q3 2016"
"931","12","B1 & Below",">100 - 300","NA","Q3 2016"
"932","12","B1 & Below",">300","NA","Q3 2016"
"933","12","Level 1","30 & Below","103.33","Q3 2016"
"934","12","Level 1",">30 - 100","69.73","Q3 2016"
"935","12","Level 1",">100 - 300","46.51","Q3 2016"
"936","12","Level 1",">300","NA","Q3 2016"
