"URBAN REDEVELOPMENT AUTHORITY - Rental Contracts of Private Retail Properties"

"S/N","Postal District","Floor Level","Floor Area (Sqm)","Median Rent (Sqm)","Reference Period"
"943","17","Level 4 & Above",">100 - 300","NA","Q3 2016"
"944","17","Level 4 & Above",">300","NA","Q3 2016"
"945","17","B1 & Below","30 & Below","NA","Q4 2016"
"946","17","B1 & Below",">30 - 100","NA","Q4 2016"
"947","17","B1 & Below",">100 - 300","NA","Q4 2016"
"948","17","B1 & Below",">300","NA","Q4 2016"
"949","17","Level 1","30 & Below","NA","Q4 2016"
"950","17","Level 1",">30 - 100","NA","Q4 2016"
"951","17","Level 1",">100 - 300","NA","Q4 2016"
"952","17","Level 1",">300","NA","Q4 2016"
"953","17","Level 2 & 3","30 & Below","NA","Q4 2016"
"954","17","Level 2 & 3",">30 - 100","NA","Q4 2016"
"955","17","Level 2 & 3",">100 - 300","NA","Q4 2016"
"956","17","Level 2 & 3",">300","NA","Q4 2016"
"957","17","Level 4 & Above","30 & Below","NA","Q4 2016"
"958","17","Level 4 & Above",">30 - 100","NA","Q4 2016"
"959","17","Level 4 & Above",">100 - 300","NA","Q4 2016"
"960","17","Level 4 & Above",">300","NA","Q4 2016"
"961","17","B1 & Below","30 & Below","NA","Q1 2017"
"962","17","B1 & Below",">30 - 100","NA","Q1 2017"
"963","17","B1 & Below",">100 - 300","NA","Q1 2017"
"964","17","B1 & Below",">300","NA","Q1 2017"
"965","17","Level 1","30 & Below","NA","Q1 2017"
"966","17","Level 1",">30 - 100","NA","Q1 2017"
"967","17","Level 1",">100 - 300","NA","Q1 2017"
"968","17","Level 1",">300","NA","Q1 2017"
"969","17","Level 2 & 3","30 & Below","NA","Q1 2017"
"970","17","Level 2 & 3",">30 - 100","NA","Q1 2017"
"971","17","Level 2 & 3",">100 - 300","NA","Q1 2017"
"972","17","Level 2 & 3",">300","NA","Q1 2017"
"973","17","Level 4 & Above","30 & Below","NA","Q1 2017"
"974","17","Level 4 & Above",">30 - 100","NA","Q1 2017"
"975","17","Level 4 & Above",">100 - 300","NA","Q1 2017"
"976","17","Level 4 & Above",">300","NA","Q1 2017"
"977","17","B1 & Below","30 & Below","NA","Q2 2017"
"978","17","B1 & Below",">30 - 100","NA","Q2 2017"
"979","17","B1 & Below",">100 - 300","314.96","Q2 2017"
"980","17","B1 & Below",">300","NA","Q2 2017"
"981","17","Level 1","30 & Below","NA","Q2 2017"
"982","17","Level 1",">30 - 100","NA","Q2 2017"
"983","17","Level 1",">100 - 300","NA","Q2 2017"
"984","17","Level 1",">300","NA","Q2 2017"
"985","17","Level 2 & 3","30 & Below","NA","Q2 2017"
"986","17","Level 2 & 3",">30 - 100","NA","Q2 2017"
"987","17","Level 2 & 3",">100 - 300","NA","Q2 2017"
"988","17","Level 2 & 3",">300","NA","Q2 2017"
"989","17","Level 4 & Above","30 & Below","NA","Q2 2017"
"990","17","Level 4 & Above",">30 - 100","NA","Q2 2017"
"991","17","Level 4 & Above",">100 - 300","NA","Q2 2017"
"992","17","Level 4 & Above",">300","NA","Q2 2017"
"993","17","B1 & Below","30 & Below","NA","Q3 2017"
"994","17","B1 & Below",">30 - 100","NA","Q3 2017"
"995","17","B1 & Below",">100 - 300","NA","Q3 2017"
"996","17","B1 & Below",">300","NA","Q3 2017"
"997","17","Level 1","30 & Below","NA","Q3 2017"
"998","17","Level 1",">30 - 100","NA","Q3 2017"
"999","17","Level 1",">100 - 300","NA","Q3 2017"
"1000","17","Level 1",">300","NA","Q3 2017"
"1001","17","Level 2 & 3","30 & Below","NA","Q3 2017"
"1002","17","Level 2 & 3",">30 - 100","NA","Q3 2017"
"1003","17","Level 2 & 3",">100 - 300","NA","Q3 2017"
"1004","17","Level 2 & 3",">300","NA","Q3 2017"
"1005","17","Level 4 & Above","30 & Below","NA","Q3 2017"
"1006","17","Level 4 & Above",">30 - 100","NA","Q3 2017"
"1007","17","Level 4 & Above",">100 - 300","NA","Q3 2017"
"1008","17","Level 4 & Above",">300","NA","Q3 2017"
"1009","17","B1 & Below","30 & Below","399.88","Q4 2017"
"1010","17","B1 & Below",">30 - 100","NA","Q4 2017"
"1011","17","B1 & Below",">100 - 300","262.66","Q4 2017"
"1012","17","B1 & Below",">300","NA","Q4 2017"
"1013","17","Level 1","30 & Below","NA","Q4 2017"
"1014","17","Level 1",">30 - 100","364.56","Q4 2017"
"1015","17","Level 1",">100 - 300","NA","Q4 2017"
"1016","17","Level 1",">300","NA","Q4 2017"
"1017","17","Level 2 & 3","30 & Below","NA","Q4 2017"
"1018","17","Level 2 & 3",">30 - 100","NA","Q4 2017"
"1019","17","Level 2 & 3",">100 - 300","NA","Q4 2017"
"1020","17","Level 2 & 3",">300","NA","Q4 2017"
"1021","17","Level 4 & Above","30 & Below","NA","Q4 2017"
"1022","17","Level 4 & Above",">30 - 100","NA","Q4 2017"
"1023","17","Level 4 & Above",">100 - 300","NA","Q4 2017"
"1024","17","Level 4 & Above",">300","NA","Q4 2017"
"1025","17","B1 & Below","30 & Below","435.29","Q1 2018"
"1026","17","B1 & Below",">30 - 100","331.49","Q1 2018"
"1027","17","B1 & Below",">100 - 300","263.61","Q1 2018"
"1028","17","B1 & Below",">300","NA","Q1 2018"
"1029","17","Level 1","30 & Below","NA","Q1 2018"
"1030","17","Level 1",">30 - 100","NA","Q1 2018"
"1031","17","Level 1",">100 - 300","337.99","Q1 2018"
"1032","17","Level 1",">300","NA","Q1 2018"
"1033","17","Level 2 & 3","30 & Below","NA","Q1 2018"
"1034","17","Level 2 & 3",">30 - 100","NA","Q1 2018"
"1035","17","Level 2 & 3",">100 - 300","251.81","Q1 2018"
"1036","17","Level 2 & 3",">300","91.28","Q1 2018"
"1037","17","Level 4 & Above","30 & Below","NA","Q1 2018"
"1038","17","Level 4 & Above",">30 - 100","NA","Q1 2018"
"1039","17","Level 4 & Above",">100 - 300","201.38","Q1 2018"
"1040","17","Level 4 & Above",">300","NA","Q1 2018"
"1041","17","B1 & Below","30 & Below","319.91","Q2 2018"
"1042","17","B1 & Below",">30 - 100","331.43","Q2 2018"
"1043","17","B1 & Below",">100 - 300","278.23","Q2 2018"
"1044","17","B1 & Below",">300","NA","Q2 2018"
"1045","17","Level 1","30 & Below","NA","Q2 2018"
"1046","17","Level 1",">30 - 100","NA","Q2 2018"
"1047","17","Level 1",">100 - 300","241.95","Q2 2018"
"1048","17","Level 1",">300","NA","Q2 2018"
"1049","17","Level 2 & 3","30 & Below","NA","Q2 2018"
"1050","17","Level 2 & 3",">30 - 100","272.33","Q2 2018"
"1051","17","Level 2 & 3",">100 - 300","217.11","Q2 2018"
"1052","17","Level 2 & 3",">300","NA","Q2 2018"
"1053","17","Level 4 & Above","30 & Below","NA","Q2 2018"
"1054","17","Level 4 & Above",">30 - 100","222.25","Q2 2018"
"1055","17","Level 4 & Above",">100 - 300","178.54","Q2 2018"
"1056","17","Level 4 & Above",">300","NA","Q2 2018"
"1057","17","B1 & Below","30 & Below","392.37","Q3 2018"
"1058","17","B1 & Below",">30 - 100","277.62","Q3 2018"
"1059","17","B1 & Below",">100 - 300","262.74","Q3 2018"
"1060","17","B1 & Below",">300","NA","Q3 2018"
"1061","17","Level 1","30 & Below","NA","Q3 2018"
"1062","17","Level 1",">30 - 100","334.01","Q3 2018"
"1063","17","Level 1",">100 - 300","193.71","Q3 2018"
"1064","17","Level 1",">300","NA","Q3 2018"
"1065","17","Level 2 & 3","30 & Below","NA","Q3 2018"
"1066","17","Level 2 & 3",">30 - 100","237.06","Q3 2018"
"1067","17","Level 2 & 3",">100 - 300","214.68","Q3 2018"
"1068","17","Level 2 & 3",">300","NA","Q3 2018"
"1069","17","Level 4 & Above","30 & Below","NA","Q3 2018"
"1070","17","Level 4 & Above",">30 - 100","194.79","Q3 2018"
"1071","17","Level 4 & Above",">100 - 300","204.50","Q3 2018"
"1072","17","Level 4 & Above",">300","NA","Q3 2018"
"1073","17","B1 & Below","30 & Below","508.47","Q4 2018"
"1074","17","B1 & Below",">30 - 100","211.64","Q4 2018"
"1075","17","B1 & Below",">100 - 300","NA","Q4 2018"
"1076","17","B1 & Below",">300","NA","Q4 2018"
"1077","17","Level 1","30 & Below","NA","Q4 2018"
"1078","17","Level 1",">30 - 100","319.01","Q4 2018"
"1079","17","Level 1",">100 - 300","NA","Q4 2018"
"1080","17","Level 1",">300","NA","Q4 2018"
"1081","17","Level 2 & 3","30 & Below","NA","Q4 2018"
"1082","17","Level 2 & 3",">30 - 100","NA","Q4 2018"
"1083","17","Level 2 & 3",">100 - 300","177.68","Q4 2018"
"1084","17","Level 2 & 3",">300","130.56","Q4 2018"
"1085","17","Level 4 & Above","30 & Below","NA","Q4 2018"
"1086","17","Level 4 & Above",">30 - 100","NA","Q4 2018"
"1087","17","Level 4 & Above",">100 - 300","183.11","Q4 2018"
"1088","17","Level 4 & Above",">300","NA","Q4 2018"
"1089","17","B1 & Below","30 & Below","639.05","Q1 2019"
"1090","17","B1 & Below",">30 - 100","287.59","Q1 2019"
"1091","17","B1 & Below",">100 - 300","NA","Q1 2019"
"1092","17","B1 & Below",">300","NA","Q1 2019"
"1093","17","Level 1","30 & Below","NA","Q1 2019"
"1094","17","Level 1",">30 - 100","NA","Q1 2019"
"1095","17","Level 1",">100 - 300","NA","Q1 2019"
"1096","17","Level 1",">300","NA","Q1 2019"
"1097","17","Level 2 & 3","30 & Below","NA","Q1 2019"
"1098","17","Level 2 & 3",">30 - 100","NA","Q1 2019"
"1099","17","Level 2 & 3",">100 - 300","NA","Q1 2019"
"1100","17","Level 2 & 3",">300","NA","Q1 2019"
"1101","17","Level 4 & Above","30 & Below","NA","Q1 2019"
"1102","17","Level 4 & Above",">30 - 100","NA","Q1 2019"
"1103","17","Level 4 & Above",">100 - 300","NA","Q1 2019"
"1104","17","Level 4 & Above",">300","NA","Q1 2019"
"1105","17","B1 & Below","30 & Below","NA","Q2 2019"
"1106","17","B1 & Below",">30 - 100","NA","Q2 2019"
"1107","17","B1 & Below",">100 - 300","NA","Q2 2019"
"1108","17","B1 & Below",">300","NA","Q2 2019"
"1109","17","Level 1","30 & Below","NA","Q2 2019"
"1110","17","Level 1",">30 - 100","NA","Q2 2019"
"1111","17","Level 1",">100 - 300","NA","Q2 2019"
"1112","17","Level 1",">300","NA","Q2 2019"
"1113","17","Level 2 & 3","30 & Below","NA","Q2 2019"
"1114","17","Level 2 & 3",">30 - 100","NA","Q2 2019"
"1115","17","Level 2 & 3",">100 - 300","NA","Q2 2019"
"1116","17","Level 2 & 3",">300","NA","Q2 2019"
"1117","17","Level 4 & Above","30 & Below","NA","Q2 2019"
"1118","17","Level 4 & Above",">30 - 100","NA","Q2 2019"
"1119","17","Level 4 & Above",">100 - 300","NA","Q2 2019"
"1120","17","Level 4 & Above",">300","NA","Q2 2019"
"1121","17","B1 & Below","30 & Below","NA","Q3 2019"
"1122","17","B1 & Below",">30 - 100","NA","Q3 2019"
"1123","17","B1 & Below",">100 - 300","NA","Q3 2019"
"1124","17","B1 & Below",">300","NA","Q3 2019"
"1125","17","Level 1","30 & Below","NA","Q3 2019"
"1126","17","Level 1",">30 - 100","NA","Q3 2019"
"1127","17","Level 1",">100 - 300","NA","Q3 2019"
"1128","17","Level 1",">300","NA","Q3 2019"
"1129","17","Level 2 & 3","30 & Below","NA","Q3 2019"
"1130","17","Level 2 & 3",">30 - 100","NA","Q3 2019"
"1131","17","Level 2 & 3",">100 - 300","NA","Q3 2019"
"1132","17","Level 2 & 3",">300","NA","Q3 2019"
"1133","17","Level 4 & Above","30 & Below","NA","Q3 2019"
"1134","17","Level 4 & Above",">30 - 100","NA","Q3 2019"
"1135","17","Level 4 & Above",">100 - 300","NA","Q3 2019"
"1136","17","Level 4 & Above",">300","NA","Q3 2019"
"1137","17","B1 & Below","30 & Below","NA","Q4 2019"
"1138","17","B1 & Below",">30 - 100","NA","Q4 2019"
"1139","17","B1 & Below",">100 - 300","NA","Q4 2019"
"1140","17","B1 & Below",">300","NA","Q4 2019"
"1141","17","Level 1","30 & Below","NA","Q4 2019"
"1142","17","Level 1",">30 - 100","NA","Q4 2019"
"1143","17","Level 1",">100 - 300","NA","Q4 2019"
"1144","17","Level 1",">300","NA","Q4 2019"
"1145","17","Level 2 & 3","30 & Below","NA","Q4 2019"
"1146","17","Level 2 & 3",">30 - 100","NA","Q4 2019"
"1147","17","Level 2 & 3",">100 - 300","NA","Q4 2019"
"1148","17","Level 2 & 3",">300","NA","Q4 2019"
"1149","17","Level 4 & Above","30 & Below","NA","Q4 2019"
"1150","17","Level 4 & Above",">30 - 100","NA","Q4 2019"
"1151","17","Level 4 & Above",">100 - 300","NA","Q4 2019"
"1152","17","Level 4 & Above",">300","NA","Q4 2019"
"1153","17","B1 & Below","30 & Below","NA","Q1 2020"
"1154","17","B1 & Below",">30 - 100","NA","Q1 2020"
"1155","17","B1 & Below",">100 - 300","NA","Q1 2020"
"1156","17","B1 & Below",">300","NA","Q1 2020"
"1157","17","Level 1","30 & Below","NA","Q1 2020"
"1158","17","Level 1",">30 - 100","NA","Q1 2020"
"1159","17","Level 1",">100 - 300","NA","Q1 2020"
"1160","17","Level 1",">300","NA","Q1 2020"
"1161","17","Level 2 & 3","30 & Below","NA","Q1 2020"
"1162","17","Level 2 & 3",">30 - 100","NA","Q1 2020"
"1163","17","Level 2 & 3",">100 - 300","NA","Q1 2020"
"1164","17","Level 2 & 3",">300","NA","Q1 2020"
"1165","17","Level 4 & Above","30 & Below","NA","Q1 2020"
"1166","17","Level 4 & Above",">30 - 100","NA","Q1 2020"
"1167","17","Level 4 & Above",">100 - 300","NA","Q1 2020"
"1168","17","Level 4 & Above",">300","NA","Q1 2020"
"1169","17","B1 & Below","30 & Below","NA","Q2 2020"
"1170","17","B1 & Below",">30 - 100","NA","Q2 2020"
"1171","17","B1 & Below",">100 - 300","NA","Q2 2020"
"1172","17","B1 & Below",">300","NA","Q2 2020"
"1173","17","Level 1","30 & Below","NA","Q2 2020"
"1174","17","Level 1",">30 - 100","NA","Q2 2020"
"1175","17","Level 1",">100 - 300","NA","Q2 2020"
"1176","17","Level 1",">300","NA","Q2 2020"
"1177","17","Level 2 & 3","30 & Below","NA","Q2 2020"
"1178","17","Level 2 & 3",">30 - 100","NA","Q2 2020"
"1179","17","Level 2 & 3",">100 - 300","NA","Q2 2020"
"1180","17","Level 2 & 3",">300","NA","Q2 2020"
"1181","17","Level 4 & Above","30 & Below","NA","Q2 2020"
"1182","17","Level 4 & Above",">30 - 100","NA","Q2 2020"
"1183","17","Level 4 & Above",">100 - 300","NA","Q2 2020"
"1184","17","Level 4 & Above",">300","NA","Q2 2020"
"1185","17","B1 & Below","30 & Below","NA","Q3 2020"
"1186","17","B1 & Below",">30 - 100","NA","Q3 2020"
"1187","17","B1 & Below",">100 - 300","NA","Q3 2020"
"1188","17","B1 & Below",">300","NA","Q3 2020"
"1189","17","Level 1","30 & Below","NA","Q3 2020"
"1190","17","Level 1",">30 - 100","NA","Q3 2020"
"1191","17","Level 1",">100 - 300","NA","Q3 2020"
"1192","17","Level 1",">300","NA","Q3 2020"
"1193","17","Level 2 & 3","30 & Below","NA","Q3 2020"
"1194","17","Level 2 & 3",">30 - 100","NA","Q3 2020"
"1195","17","Level 2 & 3",">100 - 300","NA","Q3 2020"
"1196","17","Level 2 & 3",">300","NA","Q3 2020"
"1197","17","Level 4 & Above","30 & Below","NA","Q3 2020"
"1198","17","Level 4 & Above",">30 - 100","NA","Q3 2020"
"1199","17","Level 4 & Above",">100 - 300","NA","Q3 2020"
"1200","17","Level 4 & Above",">300","NA","Q3 2020"
"1201","17","B1 & Below","30 & Below","463.88","Q4 2020"
"1202","17","B1 & Below",">30 - 100","NA","Q4 2020"
"1203","17","B1 & Below",">100 - 300","NA","Q4 2020"
"1204","17","B1 & Below",">300","NA","Q4 2020"
"1205","17","Level 1","30 & Below","NA","Q4 2020"
"1206","17","Level 1",">30 - 100","NA","Q4 2020"
"1207","17","Level 1",">100 - 300","NA","Q4 2020"
"1208","17","Level 1",">300","NA","Q4 2020"
"1209","17","Level 2 & 3","30 & Below","NA","Q4 2020"
"1210","17","Level 2 & 3",">30 - 100","NA","Q4 2020"
"1211","17","Level 2 & 3",">100 - 300","NA","Q4 2020"
"1212","17","Level 2 & 3",">300","NA","Q4 2020"
"1213","17","Level 4 & Above","30 & Below","NA","Q4 2020"
"1214","17","Level 4 & Above",">30 - 100","NA","Q4 2020"
"1215","17","Level 4 & Above",">100 - 300","NA","Q4 2020"
"1216","17","Level 4 & Above",">300","NA","Q4 2020"
"1217","17","B1 & Below","30 & Below","417.83","Q1 2021"
"1218","17","B1 & Below",">30 - 100","330.65","Q1 2021"
"1219","17","B1 & Below",">100 - 300","NA","Q1 2021"
"1220","17","B1 & Below",">300","NA","Q1 2021"
"1221","17","Level 1","30 & Below","NA","Q1 2021"
"1222","17","Level 1",">30 - 100","NA","Q1 2021"
"1223","17","Level 1",">100 - 300","NA","Q1 2021"
"1224","17","Level 1",">300","NA","Q1 2021"
"1225","17","Level 2 & 3","30 & Below","NA","Q1 2021"
"1226","17","Level 2 & 3",">30 - 100","NA","Q1 2021"
"1227","17","Level 2 & 3",">100 - 300","NA","Q1 2021"
"1228","17","Level 2 & 3",">300","NA","Q1 2021"
"1229","17","Level 4 & Above","30 & Below","NA","Q1 2021"
"1230","17","Level 4 & Above",">30 - 100","NA","Q1 2021"
"1231","17","Level 4 & Above",">100 - 300","NA","Q1 2021"
"1232","17","Level 4 & Above",">300","NA","Q1 2021"
"1233","17","B1 & Below","30 & Below","362.83","Q2 2021"
"1234","17","B1 & Below",">30 - 100","NA","Q2 2021"
"1235","17","B1 & Below",">100 - 300","NA","Q2 2021"
"1236","17","B1 & Below",">300","NA","Q2 2021"
"1237","17","Level 1","30 & Below","NA","Q2 2021"
"1238","17","Level 1",">30 - 100","NA","Q2 2021"
"1239","17","Level 1",">100 - 300","NA","Q2 2021"
"1240","17","Level 1",">300","NA","Q2 2021"
"1241","17","Level 2 & 3","30 & Below","NA","Q2 2021"
"1242","17","Level 2 & 3",">30 - 100","NA","Q2 2021"
"1243","17","Level 2 & 3",">100 - 300","NA","Q2 2021"
"1244","17","Level 2 & 3",">300","NA","Q2 2021"
"1245","17","Level 4 & Above","30 & Below","NA","Q2 2021"
"1246","17","Level 4 & Above",">30 - 100","NA","Q2 2021"
"1247","17","Level 4 & Above",">100 - 300","NA","Q2 2021"
"1248","17","Level 4 & Above",">300","NA","Q2 2021"
"1249","17","B1 & Below","30 & Below","NA","Q3 2021"
"1250","17","B1 & Below",">30 - 100","NA","Q3 2021"
"1251","17","B1 & Below",">100 - 300","NA","Q3 2021"
"1252","17","B1 & Below",">300","NA","Q3 2021"
"1253","17","Level 1","30 & Below","NA","Q3 2021"
"1254","17","Level 1",">30 - 100","235.63","Q3 2021"
"1255","17","Level 1",">100 - 300","NA","Q3 2021"
"1256","17","Level 1",">300","NA","Q3 2021"
"1257","17","Level 2 & 3","30 & Below","NA","Q3 2021"
"1258","17","Level 2 & 3",">30 - 100","NA","Q3 2021"
"1259","17","Level 2 & 3",">100 - 300","NA","Q3 2021"
"1260","17","Level 2 & 3",">300","NA","Q3 2021"
"1261","17","Level 4 & Above","30 & Below","NA","Q3 2021"
"1262","17","Level 4 & Above",">30 - 100","NA","Q3 2021"
"1263","17","Level 4 & Above",">100 - 300","NA","Q3 2021"
"1264","17","Level 4 & Above",">300","NA","Q3 2021"
"1265","17","B1 & Below","30 & Below","NA","Q4 2021"
"1266","17","B1 & Below",">30 - 100","NA","Q4 2021"
"1267","17","B1 & Below",">100 - 300","NA","Q4 2021"
"1268","17","B1 & Below",">300","NA","Q4 2021"
"1269","17","Level 1","30 & Below","NA","Q4 2021"
"1270","17","Level 1",">30 - 100","215.28","Q4 2021"
"1271","17","Level 1",">100 - 300","NA","Q4 2021"
"1272","17","Level 1",">300","NA","Q4 2021"
"1273","17","Level 2 & 3","30 & Below","NA","Q4 2021"
"1274","17","Level 2 & 3",">30 - 100","NA","Q4 2021"
"1275","17","Level 2 & 3",">100 - 300","NA","Q4 2021"
"1276","17","Level 2 & 3",">300","NA","Q4 2021"
"1277","17","Level 4 & Above","30 & Below","NA","Q4 2021"
"1278","17","Level 4 & Above",">30 - 100","NA","Q4 2021"
"1279","17","Level 4 & Above",">100 - 300","NA","Q4 2021"
"1280","17","Level 4 & Above",">300","NA","Q4 2021"
"1281","18","B1 & Below","30 & Below","450.06","Q1 2012"
"1282","18","B1 & Below",">30 - 100","231.12","Q1 2012"
"1283","18","B1 & Below",">100 - 300","146.88","Q1 2012"
"1284","18","B1 & Below",">300","NA","Q1 2012"
"1285","18","Level 1","30 & Below","427.54","Q1 2012"
"1286","18","Level 1",">30 - 100","366.03","Q1 2012"
"1287","18","Level 1",">100 - 300","NA","Q1 2012"
"1288","18","Level 1",">300","NA","Q1 2012"
"1289","18","Level 2 & 3","30 & Below","286.56","Q1 2012"
"1290","18","Level 2 & 3",">30 - 100","189.02","Q1 2012"
"1291","18","Level 2 & 3",">100 - 300","139.95","Q1 2012"
"1292","18","Level 2 & 3",">300","NA","Q1 2012"
"1293","18","Level 4 & Above","30 & Below","266.81","Q1 2012"
"1294","18","Level 4 & Above",">30 - 100","135.32","Q1 2012"
"1295","18","Level 4 & Above",">100 - 300","121.63","Q1 2012"
"1296","18","Level 4 & Above",">300","NA","Q1 2012"
"1297","18","B1 & Below","30 & Below","376.25","Q2 2012"
"1298","18","B1 & Below",">30 - 100","198.46","Q2 2012"
"1299","18","B1 & Below",">100 - 300","141.54","Q2 2012"
"1300","18","B1 & Below",">300","102.80","Q2 2012"
"1301","18","Level 1","30 & Below","357.44","Q2 2012"
"1302","18","Level 1",">30 - 100","250.24","Q2 2012"
"1303","18","Level 1",">100 - 300","226.07","Q2 2012"
"1304","18","Level 1",">300","NA","Q2 2012"
"1305","18","Level 2 & 3","30 & Below","269.05","Q2 2012"
"1306","18","Level 2 & 3",">30 - 100","214.10","Q2 2012"
"1307","18","Level 2 & 3",">100 - 300","131.35","Q2 2012"
"1308","18","Level 2 & 3",">300","66.51","Q2 2012"
"1309","18","Level 4 & Above","30 & Below","NA","Q2 2012"
"1310","18","Level 4 & Above",">30 - 100","193.95","Q2 2012"
"1311","18","Level 4 & Above",">100 - 300","103.88","Q2 2012"
"1312","18","Level 4 & Above",">300","103.32","Q2 2012"
"1313","18","B1 & Below","30 & Below","NA","Q3 2012"
"1314","18","B1 & Below",">30 - 100","171.90","Q3 2012"
"1315","18","B1 & Below",">100 - 300","NA","Q3 2012"
"1316","18","B1 & Below",">300","NA","Q3 2012"
"1317","18","Level 1","30 & Below","328.60","Q3 2012"
"1318","18","Level 1",">30 - 100","217.27","Q3 2012"
"1319","18","Level 1",">100 - 300","245.39","Q3 2012"
"1320","18","Level 1",">300","NA","Q3 2012"
"1321","18","Level 2 & 3","30 & Below","163.39","Q3 2012"
"1322","18","Level 2 & 3",">30 - 100","190.02","Q3 2012"
"1323","18","Level 2 & 3",">100 - 300","150.74","Q3 2012"
"1324","18","Level 2 & 3",">300","NA","Q3 2012"
"1325","18","Level 4 & Above","30 & Below","140.21","Q3 2012"
"1326","18","Level 4 & Above",">30 - 100","154.33","Q3 2012"
"1327","18","Level 4 & Above",">100 - 300","100.90","Q3 2012"
"1328","18","Level 4 & Above",">300","NA","Q3 2012"
"1329","18","B1 & Below","30 & Below","345.90","Q4 2012"
"1330","18","B1 & Below",">30 - 100","210.03","Q4 2012"
"1331","18","B1 & Below",">100 - 300","135.59","Q4 2012"
"1332","18","B1 & Below",">300","NA","Q4 2012"
"1333","18","Level 1","30 & Below","204.07","Q4 2012"
"1334","18","Level 1",">30 - 100","177.66","Q4 2012"
"1335","18","Level 1",">100 - 300","153.90","Q4 2012"
"1336","18","Level 1",">300","NA","Q4 2012"
"1337","18","Level 2 & 3","30 & Below","155.92","Q4 2012"
"1338","18","Level 2 & 3",">30 - 100","177.88","Q4 2012"
"1339","18","Level 2 & 3",">100 - 300","130.79","Q4 2012"
"1340","18","Level 2 & 3",">300","34.24","Q4 2012"
"1341","18","Level 4 & Above","30 & Below","NA","Q4 2012"
"1342","18","Level 4 & Above",">30 - 100","NA","Q4 2012"
"1343","18","Level 4 & Above",">100 - 300","NA","Q4 2012"
"1344","18","Level 4 & Above",">300","NA","Q4 2012"
"1345","18","B1 & Below","30 & Below","273.32","Q1 2013"
"1346","18","B1 & Below",">30 - 100","NA","Q1 2013"
"1347","18","B1 & Below",">100 - 300","NA","Q1 2013"
"1348","18","B1 & Below",">300","NA","Q1 2013"
"1349","18","Level 1","30 & Below","402.65","Q1 2013"
"1350","18","Level 1",">30 - 100","376.31","Q1 2013"
"1351","18","Level 1",">100 - 300","NA","Q1 2013"
"1352","18","Level 1",">300","NA","Q1 2013"
"1353","18","Level 2 & 3","30 & Below","334.62","Q1 2013"
"1354","18","Level 2 & 3",">30 - 100","196.16","Q1 2013"
"1355","18","Level 2 & 3",">100 - 300","102.24","Q1 2013"
"1356","18","Level 2 & 3",">300","NA","Q1 2013"
"1357","18","Level 4 & Above","30 & Below","226.58","Q1 2013"
"1358","18","Level 4 & Above",">30 - 100","172.72","Q1 2013"
"1359","18","Level 4 & Above",">100 - 300","NA","Q1 2013"
"1360","18","Level 4 & Above",">300","NA","Q1 2013"
"1361","18","B1 & Below","30 & Below","310.15","Q2 2013"
"1362","18","B1 & Below",">30 - 100","314.26","Q2 2013"
"1363","18","B1 & Below",">100 - 300","201.82","Q2 2013"
"1364","18","B1 & Below",">300","NA","Q2 2013"
"1365","18","Level 1","30 & Below","373.48","Q2 2013"
"1366","18","Level 1",">30 - 100","296.47","Q2 2013"
"1367","18","Level 1",">100 - 300","103.09","Q2 2013"
"1368","18","Level 1",">300","NA","Q2 2013"
"1369","18","Level 2 & 3","30 & Below","293.15","Q2 2013"
"1370","18","Level 2 & 3",">30 - 100","256.70","Q2 2013"
"1371","18","Level 2 & 3",">100 - 300","NA","Q2 2013"
"1372","18","Level 2 & 3",">300","NA","Q2 2013"
"1373","18","Level 4 & Above","30 & Below","NA","Q2 2013"
"1374","18","Level 4 & Above",">30 - 100","NA","Q2 2013"
"1375","18","Level 4 & Above",">100 - 300","93.64","Q2 2013"
"1376","18","Level 4 & Above",">300","NA","Q2 2013"
"1377","18","B1 & Below","30 & Below","402.21","Q3 2013"
"1378","18","B1 & Below",">30 - 100","244.52","Q3 2013"
"1379","18","B1 & Below",">100 - 300","NA","Q3 2013"
"1380","18","B1 & Below",">300","NA","Q3 2013"
"1381","18","Level 1","30 & Below","420.00","Q3 2013"
"1382","18","Level 1",">30 - 100","295.98","Q3 2013"
"1383","18","Level 1",">100 - 300","NA","Q3 2013"
"1384","18","Level 1",">300","NA","Q3 2013"
"1385","18","Level 2 & 3","30 & Below","225.75","Q3 2013"
"1386","18","Level 2 & 3",">30 - 100","240.03","Q3 2013"
"1387","18","Level 2 & 3",">100 - 300","142.04","Q3 2013"
"1388","18","Level 2 & 3",">300","106.54","Q3 2013"
"1389","18","Level 4 & Above","30 & Below","NA","Q3 2013"
"1390","18","Level 4 & Above",">30 - 100","274.47","Q3 2013"
"1391","18","Level 4 & Above",">100 - 300","123.77","Q3 2013"
"1392","18","Level 4 & Above",">300","NA","Q3 2013"
"1393","18","B1 & Below","30 & Below","NA","Q4 2013"
"1394","18","B1 & Below",">30 - 100","264.31","Q4 2013"
"1395","18","B1 & Below",">100 - 300","NA","Q4 2013"
"1396","18","B1 & Below",">300","NA","Q4 2013"
"1397","18","Level 1","30 & Below","274.42","Q4 2013"
"1398","18","Level 1",">30 - 100","349.76","Q4 2013"
"1399","18","Level 1",">100 - 300","330.99","Q4 2013"
"1400","18","Level 1",">300","85.17","Q4 2013"
