"URBAN REDEVELOPMENT AUTHORITY - Rental Contracts of Private Retail Properties"

"S/N","Postal District","Floor Level","Floor Area (Sqm)","Median Rent (Sqm)","Reference Period"
"473","26","Level 2 & 3","30 & Below","NA","Q2 2019"
"474","26","Level 2 & 3",">30 - 100","NA","Q2 2019"
"475","26","Level 2 & 3",">100 - 300","NA","Q2 2019"
"476","26","Level 2 & 3",">300","NA","Q2 2019"
"477","26","Level 4 & Above","30 & Below","NA","Q2 2019"
"478","26","Level 4 & Above",">30 - 100","NA","Q2 2019"
"479","26","Level 4 & Above",">100 - 300","NA","Q2 2019"
"480","26","Level 4 & Above",">300","NA","Q2 2019"
"481","26","B1 & Below","30 & Below","NA","Q3 2019"
"482","26","B1 & Below",">30 - 100","NA","Q3 2019"
"483","26","B1 & Below",">100 - 300","NA","Q3 2019"
"484","26","B1 & Below",">300","NA","Q3 2019"
"485","26","Level 1","30 & Below","NA","Q3 2019"
"486","26","Level 1",">30 - 100","NA","Q3 2019"
"487","26","Level 1",">100 - 300","NA","Q3 2019"
"488","26","Level 1",">300","NA","Q3 2019"
"489","26","Level 2 & 3","30 & Below","NA","Q3 2019"
"490","26","Level 2 & 3",">30 - 100","NA","Q3 2019"
"491","26","Level 2 & 3",">100 - 300","NA","Q3 2019"
"492","26","Level 2 & 3",">300","NA","Q3 2019"
"493","26","Level 4 & Above","30 & Below","NA","Q3 2019"
"494","26","Level 4 & Above",">30 - 100","NA","Q3 2019"
"495","26","Level 4 & Above",">100 - 300","NA","Q3 2019"
"496","26","Level 4 & Above",">300","NA","Q3 2019"
"497","26","B1 & Below","30 & Below","NA","Q4 2019"
"498","26","B1 & Below",">30 - 100","NA","Q4 2019"
"499","26","B1 & Below",">100 - 300","NA","Q4 2019"
"500","26","B1 & Below",">300","NA","Q4 2019"
"501","26","Level 1","30 & Below","NA","Q4 2019"
"502","26","Level 1",">30 - 100","NA","Q4 2019"
"503","26","Level 1",">100 - 300","NA","Q4 2019"
"504","26","Level 1",">300","NA","Q4 2019"
"505","26","Level 2 & 3","30 & Below","NA","Q4 2019"
"506","26","Level 2 & 3",">30 - 100","NA","Q4 2019"
"507","26","Level 2 & 3",">100 - 300","NA","Q4 2019"
"508","26","Level 2 & 3",">300","NA","Q4 2019"
"509","26","Level 4 & Above","30 & Below","NA","Q4 2019"
"510","26","Level 4 & Above",">30 - 100","NA","Q4 2019"
"511","26","Level 4 & Above",">100 - 300","NA","Q4 2019"
"512","26","Level 4 & Above",">300","NA","Q4 2019"
"513","26","B1 & Below","30 & Below","NA","Q1 2020"
"514","26","B1 & Below",">30 - 100","NA","Q1 2020"
"515","26","B1 & Below",">100 - 300","NA","Q1 2020"
"516","26","B1 & Below",">300","NA","Q1 2020"
"517","26","Level 1","30 & Below","NA","Q1 2020"
"518","26","Level 1",">30 - 100","NA","Q1 2020"
"519","26","Level 1",">100 - 300","NA","Q1 2020"
"520","26","Level 1",">300","NA","Q1 2020"
"521","26","Level 2 & 3","30 & Below","NA","Q1 2020"
"522","26","Level 2 & 3",">30 - 100","NA","Q1 2020"
"523","26","Level 2 & 3",">100 - 300","NA","Q1 2020"
"524","26","Level 2 & 3",">300","NA","Q1 2020"
"525","26","Level 4 & Above","30 & Below","NA","Q1 2020"
"526","26","Level 4 & Above",">30 - 100","NA","Q1 2020"
"527","26","Level 4 & Above",">100 - 300","NA","Q1 2020"
"528","26","Level 4 & Above",">300","NA","Q1 2020"
"529","26","B1 & Below","30 & Below","NA","Q2 2020"
"530","26","B1 & Below",">30 - 100","NA","Q2 2020"
"531","26","B1 & Below",">100 - 300","NA","Q2 2020"
"532","26","B1 & Below",">300","NA","Q2 2020"
"533","26","Level 1","30 & Below","NA","Q2 2020"
"534","26","Level 1",">30 - 100","NA","Q2 2020"
"535","26","Level 1",">100 - 300","NA","Q2 2020"
"536","26","Level 1",">300","NA","Q2 2020"
"537","26","Level 2 & 3","30 & Below","NA","Q2 2020"
"538","26","Level 2 & 3",">30 - 100","NA","Q2 2020"
"539","26","Level 2 & 3",">100 - 300","NA","Q2 2020"
"540","26","Level 2 & 3",">300","NA","Q2 2020"
"541","26","Level 4 & Above","30 & Below","NA","Q2 2020"
"542","26","Level 4 & Above",">30 - 100","NA","Q2 2020"
"543","26","Level 4 & Above",">100 - 300","NA","Q2 2020"
"544","26","Level 4 & Above",">300","NA","Q2 2020"
"545","26","B1 & Below","30 & Below","NA","Q3 2020"
"546","26","B1 & Below",">30 - 100","NA","Q3 2020"
"547","26","B1 & Below",">100 - 300","NA","Q3 2020"
"548","26","B1 & Below",">300","NA","Q3 2020"
"549","26","Level 1","30 & Below","NA","Q3 2020"
"550","26","Level 1",">30 - 100","NA","Q3 2020"
"551","26","Level 1",">100 - 300","NA","Q3 2020"
"552","26","Level 1",">300","NA","Q3 2020"
"553","26","Level 2 & 3","30 & Below","NA","Q3 2020"
"554","26","Level 2 & 3",">30 - 100","NA","Q3 2020"
"555","26","Level 2 & 3",">100 - 300","NA","Q3 2020"
"556","26","Level 2 & 3",">300","NA","Q3 2020"
"557","26","Level 4 & Above","30 & Below","NA","Q3 2020"
"558","26","Level 4 & Above",">30 - 100","NA","Q3 2020"
"559","26","Level 4 & Above",">100 - 300","NA","Q3 2020"
"560","26","Level 4 & Above",">300","NA","Q3 2020"
"561","26","B1 & Below","30 & Below","NA","Q4 2020"
"562","26","B1 & Below",">30 - 100","NA","Q4 2020"
"563","26","B1 & Below",">100 - 300","NA","Q4 2020"
"564","26","B1 & Below",">300","NA","Q4 2020"
"565","26","Level 1","30 & Below","NA","Q4 2020"
"566","26","Level 1",">30 - 100","NA","Q4 2020"
"567","26","Level 1",">100 - 300","NA","Q4 2020"
"568","26","Level 1",">300","NA","Q4 2020"
"569","26","Level 2 & 3","30 & Below","NA","Q4 2020"
"570","26","Level 2 & 3",">30 - 100","NA","Q4 2020"
"571","26","Level 2 & 3",">100 - 300","NA","Q4 2020"
"572","26","Level 2 & 3",">300","NA","Q4 2020"
"573","26","Level 4 & Above","30 & Below","NA","Q4 2020"
"574","26","Level 4 & Above",">30 - 100","NA","Q4 2020"
"575","26","Level 4 & Above",">100 - 300","NA","Q4 2020"
"576","26","Level 4 & Above",">300","NA","Q4 2020"
"577","26","B1 & Below","30 & Below","NA","Q1 2021"
"578","26","B1 & Below",">30 - 100","NA","Q1 2021"
"579","26","B1 & Below",">100 - 300","NA","Q1 2021"
"580","26","B1 & Below",">300","NA","Q1 2021"
"581","26","Level 1","30 & Below","NA","Q1 2021"
"582","26","Level 1",">30 - 100","62.73","Q1 2021"
"583","26","Level 1",">100 - 300","NA","Q1 2021"
"584","26","Level 1",">300","NA","Q1 2021"
"585","26","Level 2 & 3","30 & Below","NA","Q1 2021"
"586","26","Level 2 & 3",">30 - 100","NA","Q1 2021"
"587","26","Level 2 & 3",">100 - 300","NA","Q1 2021"
"588","26","Level 2 & 3",">300","NA","Q1 2021"
"589","26","Level 4 & Above","30 & Below","NA","Q1 2021"
"590","26","Level 4 & Above",">30 - 100","NA","Q1 2021"
"591","26","Level 4 & Above",">100 - 300","NA","Q1 2021"
"592","26","Level 4 & Above",">300","NA","Q1 2021"
"593","26","B1 & Below","30 & Below","NA","Q2 2021"
"594","26","B1 & Below",">30 - 100","NA","Q2 2021"
"595","26","B1 & Below",">100 - 300","NA","Q2 2021"
"596","26","B1 & Below",">300","NA","Q2 2021"
"597","26","Level 1","30 & Below","NA","Q2 2021"
"598","26","Level 1",">30 - 100","42.43","Q2 2021"
"599","26","Level 1",">100 - 300","NA","Q2 2021"
"600","26","Level 1",">300","NA","Q2 2021"
"601","26","Level 2 & 3","30 & Below","NA","Q2 2021"
"602","26","Level 2 & 3",">30 - 100","NA","Q2 2021"
"603","26","Level 2 & 3",">100 - 300","NA","Q2 2021"
"604","26","Level 2 & 3",">300","NA","Q2 2021"
"605","26","Level 4 & Above","30 & Below","NA","Q2 2021"
"606","26","Level 4 & Above",">30 - 100","NA","Q2 2021"
"607","26","Level 4 & Above",">100 - 300","NA","Q2 2021"
"608","26","Level 4 & Above",">300","NA","Q2 2021"
"609","26","B1 & Below","30 & Below","NA","Q3 2021"
"610","26","B1 & Below",">30 - 100","NA","Q3 2021"
"611","26","B1 & Below",">100 - 300","NA","Q3 2021"
"612","26","B1 & Below",">300","NA","Q3 2021"
"613","26","Level 1","30 & Below","NA","Q3 2021"
"614","26","Level 1",">30 - 100","NA","Q3 2021"
"615","26","Level 1",">100 - 300","NA","Q3 2021"
"616","26","Level 1",">300","NA","Q3 2021"
"617","26","Level 2 & 3","30 & Below","NA","Q3 2021"
"618","26","Level 2 & 3",">30 - 100","NA","Q3 2021"
"619","26","Level 2 & 3",">100 - 300","NA","Q3 2021"
"620","26","Level 2 & 3",">300","NA","Q3 2021"
"621","26","Level 4 & Above","30 & Below","NA","Q3 2021"
"622","26","Level 4 & Above",">30 - 100","NA","Q3 2021"
"623","26","Level 4 & Above",">100 - 300","NA","Q3 2021"
"624","26","Level 4 & Above",">300","NA","Q3 2021"
"625","26","B1 & Below","30 & Below","NA","Q4 2021"
"626","26","B1 & Below",">30 - 100","NA","Q4 2021"
"627","26","B1 & Below",">100 - 300","NA","Q4 2021"
"628","26","B1 & Below",">300","NA","Q4 2021"
"629","26","Level 1","30 & Below","NA","Q4 2021"
"630","26","Level 1",">30 - 100","NA","Q4 2021"
"631","26","Level 1",">100 - 300","NA","Q4 2021"
"632","26","Level 1",">300","NA","Q4 2021"
"633","26","Level 2 & 3","30 & Below","NA","Q4 2021"
"634","26","Level 2 & 3",">30 - 100","NA","Q4 2021"
"635","26","Level 2 & 3",">100 - 300","NA","Q4 2021"
"636","26","Level 2 & 3",">300","NA","Q4 2021"
"637","26","Level 4 & Above","30 & Below","NA","Q4 2021"
"638","26","Level 4 & Above",">30 - 100","NA","Q4 2021"
"639","26","Level 4 & Above",">100 - 300","NA","Q4 2021"
"640","26","Level 4 & Above",">300","NA","Q4 2021"
"641","27","B1 & Below","30 & Below","170.62","Q1 2012"
"642","27","B1 & Below",">30 - 100","97.33","Q1 2012"
"643","27","B1 & Below",">100 - 300","181.33","Q1 2012"
"644","27","B1 & Below",">300","NA","Q1 2012"
"645","27","Level 1","30 & Below","NA","Q1 2012"
"646","27","Level 1",">30 - 100","209.79","Q1 2012"
"647","27","Level 1",">100 - 300","128.98","Q1 2012"
"648","27","Level 1",">300","NA","Q1 2012"
"649","27","Level 2 & 3","30 & Below","NA","Q1 2012"
"650","27","Level 2 & 3",">30 - 100","127.45","Q1 2012"
"651","27","Level 2 & 3",">100 - 300","84.42","Q1 2012"
"652","27","Level 2 & 3",">300","NA","Q1 2012"
"653","27","Level 4 & Above","30 & Below","NA","Q1 2012"
"654","27","Level 4 & Above",">30 - 100","NA","Q1 2012"
"655","27","Level 4 & Above",">100 - 300","NA","Q1 2012"
"656","27","Level 4 & Above",">300","NA","Q1 2012"
"657","27","B1 & Below","30 & Below","NA","Q2 2012"
"658","27","B1 & Below",">30 - 100","NA","Q2 2012"
"659","27","B1 & Below",">100 - 300","NA","Q2 2012"
"660","27","B1 & Below",">300","NA","Q2 2012"
"661","27","Level 1","30 & Below","333.67","Q2 2012"
"662","27","Level 1",">30 - 100","307.78","Q2 2012"
"663","27","Level 1",">100 - 300","140.43","Q2 2012"
"664","27","Level 1",">300","NA","Q2 2012"
"665","27","Level 2 & 3","30 & Below","NA","Q2 2012"
"666","27","Level 2 & 3",">30 - 100","177.63","Q2 2012"
"667","27","Level 2 & 3",">100 - 300","NA","Q2 2012"
"668","27","Level 2 & 3",">300","NA","Q2 2012"
"669","27","Level 4 & Above","30 & Below","NA","Q2 2012"
"670","27","Level 4 & Above",">30 - 100","NA","Q2 2012"
"671","27","Level 4 & Above",">100 - 300","NA","Q2 2012"
"672","27","Level 4 & Above",">300","NA","Q2 2012"
"673","27","B1 & Below","30 & Below","NA","Q3 2012"
"674","27","B1 & Below",">30 - 100","179.78","Q3 2012"
"675","27","B1 & Below",">100 - 300","NA","Q3 2012"
"676","27","B1 & Below",">300","NA","Q3 2012"
"677","27","Level 1","30 & Below","177.10","Q3 2012"
"678","27","Level 1",">30 - 100","290.90","Q3 2012"
"679","27","Level 1",">100 - 300","NA","Q3 2012"
"680","27","Level 1",">300","NA","Q3 2012"
"681","27","Level 2 & 3","30 & Below","217.69","Q3 2012"
"682","27","Level 2 & 3",">30 - 100","134.54","Q3 2012"
"683","27","Level 2 & 3",">100 - 300","NA","Q3 2012"
"684","27","Level 2 & 3",">300","NA","Q3 2012"
"685","27","Level 4 & Above","30 & Below","NA","Q3 2012"
"686","27","Level 4 & Above",">30 - 100","NA","Q3 2012"
"687","27","Level 4 & Above",">100 - 300","NA","Q3 2012"
"688","27","Level 4 & Above",">300","NA","Q3 2012"
"689","27","B1 & Below","30 & Below","NA","Q4 2012"
"690","27","B1 & Below",">30 - 100","174.80","Q4 2012"
"691","27","B1 & Below",">100 - 300","NA","Q4 2012"
"692","27","B1 & Below",">300","NA","Q4 2012"
"693","27","Level 1","30 & Below","107.14","Q4 2012"
"694","27","Level 1",">30 - 100","230.36","Q4 2012"
"695","27","Level 1",">100 - 300","82.44","Q4 2012"
"696","27","Level 1",">300","NA","Q4 2012"
"697","27","Level 2 & 3","30 & Below","NA","Q4 2012"
"698","27","Level 2 & 3",">30 - 100","273.21","Q4 2012"
"699","27","Level 2 & 3",">100 - 300","80.64","Q4 2012"
"700","27","Level 2 & 3",">300","NA","Q4 2012"
"701","27","Level 4 & Above","30 & Below","NA","Q4 2012"
"702","27","Level 4 & Above",">30 - 100","NA","Q4 2012"
"703","27","Level 4 & Above",">100 - 300","NA","Q4 2012"
"704","27","Level 4 & Above",">300","NA","Q4 2012"
"705","27","B1 & Below","30 & Below","NA","Q1 2013"
"706","27","B1 & Below",">30 - 100","275.61","Q1 2013"
"707","27","B1 & Below",">100 - 300","NA","Q1 2013"
"708","27","B1 & Below",">300","NA","Q1 2013"
"709","27","Level 1","30 & Below","NA","Q1 2013"
"710","27","Level 1",">30 - 100","288.85","Q1 2013"
"711","27","Level 1",">100 - 300","228.26","Q1 2013"
"712","27","Level 1",">300","NA","Q1 2013"
"713","27","Level 2 & 3","30 & Below","NA","Q1 2013"
"714","27","Level 2 & 3",">30 - 100","120.72","Q1 2013"
"715","27","Level 2 & 3",">100 - 300","NA","Q1 2013"
"716","27","Level 2 & 3",">300","NA","Q1 2013"
"717","27","Level 4 & Above","30 & Below","NA","Q1 2013"
"718","27","Level 4 & Above",">30 - 100","NA","Q1 2013"
"719","27","Level 4 & Above",">100 - 300","NA","Q1 2013"
"720","27","Level 4 & Above",">300","NA","Q1 2013"
"721","27","B1 & Below","30 & Below","339.01","Q2 2013"
"722","27","B1 & Below",">30 - 100","236.72","Q2 2013"
"723","27","B1 & Below",">100 - 300","NA","Q2 2013"
"724","27","B1 & Below",">300","NA","Q2 2013"
"725","27","Level 1","30 & Below","366.15","Q2 2013"
"726","27","Level 1",">30 - 100","311.89","Q2 2013"
"727","27","Level 1",">100 - 300","86.92","Q2 2013"
"728","27","Level 1",">300","NA","Q2 2013"
"729","27","Level 2 & 3","30 & Below","232.98","Q2 2013"
"730","27","Level 2 & 3",">30 - 100","174.91","Q2 2013"
"731","27","Level 2 & 3",">100 - 300","NA","Q2 2013"
"732","27","Level 2 & 3",">300","53.81","Q2 2013"
"733","27","Level 4 & Above","30 & Below","NA","Q2 2013"
"734","27","Level 4 & Above",">30 - 100","NA","Q2 2013"
"735","27","Level 4 & Above",">100 - 300","NA","Q2 2013"
"736","27","Level 4 & Above",">300","NA","Q2 2013"
"737","27","B1 & Below","30 & Below","NA","Q3 2013"
"738","27","B1 & Below",">30 - 100","252.85","Q3 2013"
"739","27","B1 & Below",">100 - 300","NA","Q3 2013"
"740","27","B1 & Below",">300","NA","Q3 2013"
"741","27","Level 1","30 & Below","NA","Q3 2013"
"742","27","Level 1",">30 - 100","285.38","Q3 2013"
"743","27","Level 1",">100 - 300","NA","Q3 2013"
"744","27","Level 1",">300","NA","Q3 2013"
"745","27","Level 2 & 3","30 & Below","211.14","Q3 2013"
"746","27","Level 2 & 3",">30 - 100","131.28","Q3 2013"
"747","27","Level 2 & 3",">100 - 300","112.76","Q3 2013"
"748","27","Level 2 & 3",">300","53.81","Q3 2013"
"749","27","Level 4 & Above","30 & Below","NA","Q3 2013"
"750","27","Level 4 & Above",">30 - 100","NA","Q3 2013"
"751","27","Level 4 & Above",">100 - 300","NA","Q3 2013"
"752","27","Level 4 & Above",">300","NA","Q3 2013"
"753","27","B1 & Below","30 & Below","334.42","Q4 2013"
"754","27","B1 & Below",">30 - 100","244.53","Q4 2013"
"755","27","B1 & Below",">100 - 300","NA","Q4 2013"
"756","27","B1 & Below",">300","NA","Q4 2013"
"757","27","Level 1","30 & Below","NA","Q4 2013"
"758","27","Level 1",">30 - 100","301.29","Q4 2013"
"759","27","Level 1",">100 - 300","134.80","Q4 2013"
"760","27","Level 1",">300","NA","Q4 2013"
"761","27","Level 2 & 3","30 & Below","150.68","Q4 2013"
"762","27","Level 2 & 3",">30 - 100","177.69","Q4 2013"
"763","27","Level 2 & 3",">100 - 300","152.91","Q4 2013"
"764","27","Level 2 & 3",">300","69.50","Q4 2013"
"765","27","Level 4 & Above","30 & Below","NA","Q4 2013"
"766","27","Level 4 & Above",">30 - 100","NA","Q4 2013"
"767","27","Level 4 & Above",">100 - 300","NA","Q4 2013"
"768","27","Level 4 & Above",">300","NA","Q4 2013"
"769","27","B1 & Below","30 & Below","315.23","Q1 2014"
"770","27","B1 & Below",">30 - 100","215.34","Q1 2014"
"771","27","B1 & Below",">100 - 300","NA","Q1 2014"
"772","27","B1 & Below",">300","NA","Q1 2014"
"773","27","Level 1","30 & Below","NA","Q1 2014"
"774","27","Level 1",">30 - 100","263.41","Q1 2014"
"775","27","Level 1",">100 - 300","NA","Q1 2014"
"776","27","Level 1",">300","NA","Q1 2014"
"777","27","Level 2 & 3","30 & Below","NA","Q1 2014"
"778","27","Level 2 & 3",">30 - 100","NA","Q1 2014"
"779","27","Level 2 & 3",">100 - 300","95.38","Q1 2014"
"780","27","Level 2 & 3",">300","NA","Q1 2014"
"781","27","Level 4 & Above","30 & Below","NA","Q1 2014"
"782","27","Level 4 & Above",">30 - 100","NA","Q1 2014"
"783","27","Level 4 & Above",">100 - 300","NA","Q1 2014"
"784","27","Level 4 & Above",">300","NA","Q1 2014"
"785","27","B1 & Below","30 & Below","NA","Q2 2014"
"786","27","B1 & Below",">30 - 100","189.19","Q2 2014"
"787","27","B1 & Below",">100 - 300","94.95","Q2 2014"
"788","27","B1 & Below",">300","NA","Q2 2014"
"789","27","Level 1","30 & Below","NA","Q2 2014"
"790","27","Level 1",">30 - 100","NA","Q2 2014"
"791","27","Level 1",">100 - 300","47.82","Q2 2014"
"792","27","Level 1",">300","NA","Q2 2014"
"793","27","Level 2 & 3","30 & Below","NA","Q2 2014"
"794","27","Level 2 & 3",">30 - 100","146.20","Q2 2014"
"795","27","Level 2 & 3",">100 - 300","NA","Q2 2014"
"796","27","Level 2 & 3",">300","NA","Q2 2014"
"797","27","Level 4 & Above","30 & Below","NA","Q2 2014"
"798","27","Level 4 & Above",">30 - 100","NA","Q2 2014"
"799","27","Level 4 & Above",">100 - 300","NA","Q2 2014"
"800","27","Level 4 & Above",">300","NA","Q2 2014"
"801","27","B1 & Below","30 & Below","377.34","Q3 2014"
"802","27","B1 & Below",">30 - 100","264.90","Q3 2014"
"803","27","B1 & Below",">100 - 300","NA","Q3 2014"
"804","27","B1 & Below",">300","NA","Q3 2014"
"805","27","Level 1","30 & Below","290.62","Q3 2014"
"806","27","Level 1",">30 - 100","NA","Q3 2014"
"807","27","Level 1",">100 - 300","NA","Q3 2014"
"808","27","Level 1",">300","NA","Q3 2014"
"809","27","Level 2 & 3","30 & Below","315.41","Q3 2014"
"810","27","Level 2 & 3",">30 - 100","189.40","Q3 2014"
"811","27","Level 2 & 3",">100 - 300","NA","Q3 2014"
"812","27","Level 2 & 3",">300","NA","Q3 2014"
"813","27","Level 4 & Above","30 & Below","NA","Q3 2014"
"814","27","Level 4 & Above",">30 - 100","NA","Q3 2014"
"815","27","Level 4 & Above",">100 - 300","NA","Q3 2014"
"816","27","Level 4 & Above",">300","NA","Q3 2014"
"817","27","B1 & Below","30 & Below","NA","Q4 2014"
"818","27","B1 & Below",">30 - 100","356.47","Q4 2014"
"819","27","B1 & Below",">100 - 300","NA","Q4 2014"
"820","27","B1 & Below",">300","NA","Q4 2014"
"821","27","Level 1","30 & Below","138.46","Q4 2014"
"822","27","Level 1",">30 - 100","316.29","Q4 2014"
"823","27","Level 1",">100 - 300","232.95","Q4 2014"
"824","27","Level 1",">300","NA","Q4 2014"
"825","27","Level 2 & 3","30 & Below","NA","Q4 2014"
"826","27","Level 2 & 3",">30 - 100","199.34","Q4 2014"
"827","27","Level 2 & 3",">100 - 300","201.48","Q4 2014"
"828","27","Level 2 & 3",">300","NA","Q4 2014"
"829","27","Level 4 & Above","30 & Below","NA","Q4 2014"
"830","27","Level 4 & Above",">30 - 100","NA","Q4 2014"
"831","27","Level 4 & Above",">100 - 300","NA","Q4 2014"
"832","27","Level 4 & Above",">300","NA","Q4 2014"
"833","27","B1 & Below","30 & Below","NA","Q1 2015"
"834","27","B1 & Below",">30 - 100","NA","Q1 2015"
"835","27","B1 & Below",">100 - 300","NA","Q1 2015"
"836","27","B1 & Below",">300","NA","Q1 2015"
"837","27","Level 1","30 & Below","NA","Q1 2015"
"838","27","Level 1",">30 - 100","263.31","Q1 2015"
"839","27","Level 1",">100 - 300","122.08","Q1 2015"
"840","27","Level 1",">300","NA","Q1 2015"
"841","27","Level 2 & 3","30 & Below","NA","Q1 2015"
"842","27","Level 2 & 3",">30 - 100","135.95","Q1 2015"
"843","27","Level 2 & 3",">100 - 300","77.50","Q1 2015"
"844","27","Level 2 & 3",">300","49.90","Q1 2015"
"845","27","Level 4 & Above","30 & Below","NA","Q1 2015"
"846","27","Level 4 & Above",">30 - 100","NA","Q1 2015"
"847","27","Level 4 & Above",">100 - 300","NA","Q1 2015"
"848","27","Level 4 & Above",">300","NA","Q1 2015"
"849","27","B1 & Below","30 & Below","NA","Q2 2015"
"850","27","B1 & Below",">30 - 100","NA","Q2 2015"
"851","27","B1 & Below",">100 - 300","NA","Q2 2015"
"852","27","B1 & Below",">300","NA","Q2 2015"
"853","27","Level 1","30 & Below","NA","Q2 2015"
"854","27","Level 1",">30 - 100","215.35","Q2 2015"
"855","27","Level 1",">100 - 300","96.11","Q2 2015"
"856","27","Level 1",">300","NA","Q2 2015"
"857","27","Level 2 & 3","30 & Below","NA","Q2 2015"
"858","27","Level 2 & 3",">30 - 100","232.80","Q2 2015"
"859","27","Level 2 & 3",">100 - 300","102.75","Q2 2015"
"860","27","Level 2 & 3",">300","NA","Q2 2015"
"861","27","Level 4 & Above","30 & Below","NA","Q2 2015"
"862","27","Level 4 & Above",">30 - 100","NA","Q2 2015"
"863","27","Level 4 & Above",">100 - 300","NA","Q2 2015"
"864","27","Level 4 & Above",">300","NA","Q2 2015"
"865","27","B1 & Below","30 & Below","NA","Q3 2015"
"866","27","B1 & Below",">30 - 100","NA","Q3 2015"
"867","27","B1 & Below",">100 - 300","NA","Q3 2015"
"868","27","B1 & Below",">300","NA","Q3 2015"
"869","27","Level 1","30 & Below","NA","Q3 2015"
"870","27","Level 1",">30 - 100","NA","Q3 2015"
"871","27","Level 1",">100 - 300","NA","Q3 2015"
"872","27","Level 1",">300","NA","Q3 2015"
"873","27","Level 2 & 3","30 & Below","NA","Q3 2015"
"874","27","Level 2 & 3",">30 - 100","NA","Q3 2015"
"875","27","Level 2 & 3",">100 - 300","NA","Q3 2015"
"876","27","Level 2 & 3",">300","NA","Q3 2015"
"877","27","Level 4 & Above","30 & Below","NA","Q3 2015"
"878","27","Level 4 & Above",">30 - 100","NA","Q3 2015"
"879","27","Level 4 & Above",">100 - 300","NA","Q3 2015"
"880","27","Level 4 & Above",">300","NA","Q3 2015"
"881","27","B1 & Below","30 & Below","NA","Q4 2015"
"882","27","B1 & Below",">30 - 100","NA","Q4 2015"
"883","27","B1 & Below",">100 - 300","NA","Q4 2015"
"884","27","B1 & Below",">300","NA","Q4 2015"
"885","27","Level 1","30 & Below","NA","Q4 2015"
"886","27","Level 1",">30 - 100","NA","Q4 2015"
"887","27","Level 1",">100 - 300","NA","Q4 2015"
"888","27","Level 1",">300","NA","Q4 2015"
"889","27","Level 2 & 3","30 & Below","NA","Q4 2015"
"890","27","Level 2 & 3",">30 - 100","NA","Q4 2015"
"891","27","Level 2 & 3",">100 - 300","NA","Q4 2015"
"892","27","Level 2 & 3",">300","NA","Q4 2015"
"893","27","Level 4 & Above","30 & Below","NA","Q4 2015"
"894","27","Level 4 & Above",">30 - 100","NA","Q4 2015"
"895","27","Level 4 & Above",">100 - 300","NA","Q4 2015"
"896","27","Level 4 & Above",">300","NA","Q4 2015"
"897","27","B1 & Below","30 & Below","NA","Q1 2016"
"898","27","B1 & Below",">30 - 100","NA","Q1 2016"
"899","27","B1 & Below",">100 - 300","NA","Q1 2016"
"900","27","B1 & Below",">300","NA","Q1 2016"
"901","27","Level 1","30 & Below","212.09","Q1 2016"
"902","27","Level 1",">30 - 100","181.82","Q1 2016"
"903","27","Level 1",">100 - 300","NA","Q1 2016"
"904","27","Level 1",">300","NA","Q1 2016"
"905","27","Level 2 & 3","30 & Below","164.88","Q1 2016"
"906","27","Level 2 & 3",">30 - 100","156.76","Q1 2016"
"907","27","Level 2 & 3",">100 - 300","NA","Q1 2016"
"908","27","Level 2 & 3",">300","NA","Q1 2016"
"909","27","Level 4 & Above","30 & Below","NA","Q1 2016"
"910","27","Level 4 & Above",">30 - 100","NA","Q1 2016"
"911","27","Level 4 & Above",">100 - 300","NA","Q1 2016"
"912","27","Level 4 & Above",">300","NA","Q1 2016"
"913","27","B1 & Below","30 & Below","NA","Q2 2016"
"914","27","B1 & Below",">30 - 100","NA","Q2 2016"
"915","27","B1 & Below",">100 - 300","NA","Q2 2016"
"916","27","B1 & Below",">300","NA","Q2 2016"
"917","27","Level 1","30 & Below","166.67","Q2 2016"
"918","27","Level 1",">30 - 100","168.57","Q2 2016"
"919","27","Level 1",">100 - 300","NA","Q2 2016"
"920","27","Level 1",">300","NA","Q2 2016"
"921","27","Level 2 & 3","30 & Below","178.62","Q2 2016"
"922","27","Level 2 & 3",">30 - 100","172.27","Q2 2016"
"923","27","Level 2 & 3",">100 - 300","NA","Q2 2016"
"924","27","Level 2 & 3",">300","NA","Q2 2016"
"925","27","Level 4 & Above","30 & Below","NA","Q2 2016"
"926","27","Level 4 & Above",">30 - 100","NA","Q2 2016"
"927","27","Level 4 & Above",">100 - 300","NA","Q2 2016"
"928","27","Level 4 & Above",">300","NA","Q2 2016"
"929","27","B1 & Below","30 & Below","NA","Q3 2016"
"930","27","B1 & Below",">30 - 100","NA","Q3 2016"
"931","27","B1 & Below",">100 - 300","NA","Q3 2016"
"932","27","B1 & Below",">300","NA","Q3 2016"
"933","27","Level 1","30 & Below","133.33","Q3 2016"
"934","27","Level 1",">30 - 100","169.18","Q3 2016"
"935","27","Level 1",">100 - 300","NA","Q3 2016"
"936","27","Level 1",">300","NA","Q3 2016"
"937","27","Level 2 & 3","30 & Below","186.67","Q3 2016"
"938","27","Level 2 & 3",">30 - 100","148.15","Q3 2016"
"939","27","Level 2 & 3",">100 - 300","NA","Q3 2016"
"940","27","Level 2 & 3",">300","NA","Q3 2016"
"941","27","Level 4 & Above","30 & Below","NA","Q3 2016"
"942","27","Level 4 & Above",">30 - 100","NA","Q3 2016"
"943","27","Level 4 & Above",">100 - 300","NA","Q3 2016"
"944","27","Level 4 & Above",">300","NA","Q3 2016"
